Time - Gen,Voltage - Gen,Voltage - R,Voltage - L,Voltage - C
"0.0463","2.51677","-0.000988272","0.00352093","2.52031"
"0.0464","2.51742","-2.20E-05","0.00255467","2.51967"
"0.0465","2.51613","-0.000666186","0.00319885","2.52064"
"0.0466","2.51935","-0.000988272","0.00448719","2.52128"
"0.0467","2.5187","-0.000988272","0.00513136","2.51999"
"0.0468","2.51742","-0.000666186","0.00577553","2.52064"
"0.0469","2.51742","-0.00131036","0.00641971","2.52096"
"0.047","2.51838","-0.000988272","0.00319885","2.51999"
"0.0471","2.51935","-0.00131036","0.00448719","2.51999"
"0.0472","2.51709","-0.00131036","0.00352093","2.52096"
"0.0473","2.5187","-0.00131036","0.00448719","2.52064"
"0.0474","2.51838","-0.000988272","0.00352093","2.52031"
"0.0475","2.51774","-0.000988272","0.00352093","2.52064"
"0.0476","2.51806","-0.000666186","0.00641971","2.52064"
"0.0477","2.51838","-0.00131036","0.00352093","2.52096"
"0.0478","2.51709","-0.000988272","0.00480928","2.51967"
"0.0479","2.5187","-0.00131036","0.0041651","2.52064"
"0.048","2.51838","-0.0003441","0.00319885","2.52096"
"0.0481","2.52064","-0.000988272","0.00319885","2.51999"
"0.0482","2.5187","-0.000666186","0.00513136","2.52128"
"0.0483","2.51581","-0.000988272","0.00448719","2.52031"
"0.0484","2.51967","-0.0003441","0.00287676","2.52064"
"0.0485","2.51903","-0.00131036","0.00384302","2.52064"
"0.0486","2.5187","-0.000988272","0.00545345","2.52031"
"0.0487","2.51548","-0.000988272","0.00352093","2.52031"
"0.0488","2.51645","-0.000666186","0.00480928","2.52064"
"0.0489","2.51774","-0.000988272","0.00545345","2.52064"
"0.049","2.51903","-0.000988272","0.0041651","2.52064"
"0.0491","2.51774","-0.000988272","0.00384302","2.52096"
"0.0492","2.51806","-0.0003441","0.00352093","2.52031"
"0.0493","2.5187","-0.00131036","0.00513136","2.52096"
"0.0494","2.51742","-0.00131036","0.00448719","2.51967"
"0.0495","2.51645","-0.000988272","0.0019105","2.51806"
"0.0496","2.51097","-0.0003441","-0.0003441","2.49873"
"0.0497","2.45171","-0.0628288","-0.526632","-5.14666"
"0.0498","-2.50875","0.105622","-0.582031","-2.74581"
"0.0499","-2.50166","0.0344412","-0.175881","-2.49458"
