Time - Gen,Voltage - Gen,Time - R,Voltage - R,Time - L,Voltage - L,Time - C,Voltage - C
"0,0306","2,51645","0,0306","-0,000666186","0,0306","0,00319885","0,0306","2,51999"
"0,0307","2,51838","0,0307","-0,00131036","0,0307","0,00384302","0,0307","2,52193"
"0,0308","2,51967","0,0308","-0,0003441","0,0308","0,00480928","0,0308","2,52064"
"0,0309","2,51709","0,0309","-0,000988272","0,0309","0,00545345","0,0309","2,52064"
"0,031","2,51516","0,031","-0,0003441","0,031","0,0041651","0,031","2,52064"
"0,0311","2,51709","0,0311","-0,00131036","0,0311","0,00384302","0,0311","2,52031"
"0,0312","2,51613","0,0312","-0,0003441","0,0312","0,0041651","0,0312","2,52064"
"0,0313","2,51677","0,0313","-0,000988272","0,0313","0,00352093","0,0313","2,51999"
"0,0314","2,51935","0,0314","-0,000666186","0,0314","0,00384302","0,0314","2,52031"
"0,0315","2,51709","0,0315","-0,000666186","0,0315","0,00513136","0,0315","2,52031"
"0,0316","2,51935","0,0316","-0,0003441","0,0316","0,00448719","0,0316","2,51999"
"0,0317","2,51903","0,0317","-0,000666186","0,0317","0,00448719","0,0317","2,51967"
"0,0318","2,51677","0,0318","-0,000666186","0,0318","0,00480928","0,0318","2,52031"
"0,0319","2,51613","0,0319","-0,000666186","0,0319","0,00352093","0,0319","2,52031"
"0,032","2,51806","0,032","-0,000666186","0,032","0,00480928","0,032","2,51999"
"0,0321","2,51645","0,0321","-0,000988272","0,0321","0,00641971","0,0321","2,52031"
"0,0322","2,5187","0,0322","-0,000988272","0,0322","0,00352093","0,0322","2,52064"
"0,0323","2,51838","0,0323","-0,000666186","0,0323","0,00448719","0,0323","2,52064"
"0,0324","2,51709","0,0324","-0,000988272","0,0324","0,00319885","0,0324","2,52064"
"0,0325","2,51709","0,0325","-0,00163244","0,0325","0,00448719","0,0325","2,51999"
"0,0326","2,51999","0,0326","-0,000666186","0,0326","0,0041651","0,0326","2,51999"
"0,0327","2,51484","0,0327","-0,000988272","0,0327","0,0041651","0,0327","2,52064"
"0,0328","2,51742","0,0328","-0,000988272","0,0328","0,00352093","0,0328","2,52064"
"0,0329","2,51935","0,0329","-0,000988272","0,0329","0,0041651","0,0329","2,52064"
"0,033","2,51677","0,033","-0,0003441","0,033","0,0041651","0,033","2,52064"
"0,0331","2,51742","0,0331","-0,000988272","0,0331","0,00384302","0,0331","2,51999"
"0,0332","2,51709","0,0332","-0,000666186","0,0332","0,00480928","0,0332","2,52064"
"0,0333","2,51774","0,0333","-0,00131036","0,0333","0,00641971","0,0333","2,51999"
"0,0334","2,51806","0,0334","-0,000666186","0,0334","0,00545345","0,0334","2,51967"
"0,0335","2,51742","0,0335","-0,00131036","0,0335","0,00577553","0,0335","2,51999"
"0,0336","2,51581","0,0336","-0,000988272","0,0336","0,00480928","0,0336","2,52031"
"0,0337","2,51581","0,0337","-0,00131036","0,0337","0,0041651","0,0337","2,51999"
"0,0338","2,51903","0,0338","-0,0003441","0,0338","0,0041651","0,0338","2,51935"
"0,0339","2,51548","0,0339","-0,0003441","0,0339","0,00384302","0,0339","2,52064"
"0,034","2,51935","0,034","-0,000666186","0,034","0,00545345","0,034","2,52031"
"0,0341","2,51709","0,0341","-0,000988272","0,0341","0,00448719","0,0341","2,52031"
"0,0342","2,51806","0,0342","-0,0003441","0,0342","0,00448719","0,0342","2,52128"
"0,0343","2,51838","0,0343","-0,00163244","0,0343","0,00448719","0,0343","2,51999"
"0,0344","2,51516","0,0344","-0,000666186","0,0344","0,00384302","0,0344","2,52096"
"0,0345","2,51677","0,0345","-0,000988272","0,0345","0,00577553","0,0345","2,52128"
"0,0346","2,51709","0,0346","-0,000666186","0,0346","0,00513136","0,0346","2,52031"
"0,0347","2,51806","0,0347","-0,000988272","0,0347","0,0041651","0,0347","2,52031"
"0,0348","2,51838","0,0348","-2,20E-05","0,0348","0,00513136","0,0348","2,52064"
"0,0349","2,51677","0,0349","-0,00131036","0,0349","0,00480928","0,0349","2,52096"
"0,035","2,5187","0,035","-0,0003441","0,035","0,00319885","0,035","2,52096"
"0,0351","2,51742","0,0351","-0,00131036","0,0351","0,0041651","0,0351","2,52096"
"0,0352","2,51806","0,0352","-0,0003441","0,0352","0,00609762","0,0352","2,51999"
"0,0353","2,51838","0,0353","-0,000988272","0,0353","0,00641971","0,0353","2,52064"
"0,0354","2,5187","0,0354","-0,00131036","0,0354","0,00609762","0,0354","2,52031"
"0,0355","2,51709","0,0355","-0,000988272","0,0355","0,00545345","0,0355","2,52096"
"0,0356","2,51581","0,0356","-2,20E-05","0,0356","0,00352093","0,0356","2,52031"
"0,0357","2,51709","0,0357","-0,00131036","0,0357","0,0041651","0,0357","2,52031"
"0,0358","2,51838","0,0358","-0,00131036","0,0358","0,00352093","0,0358","2,52096"
"0,0359","2,51677","0,0359","-0,00163244","0,0359","0,00513136","0,0359","2,52096"
"0,036","2,51742","0,036","-0,000988272","0,036","0,00706388","0,036","2,52064"
"0,0361","2,51742","0,0361","-0,00131036","0,0361","0,00577553","0,0361","2,52064"
"0,0362","2,51774","0,0362","-0,000988272","0,0362","0,00255467","0,0362","2,52031"
"0,0363","2,51774","0,0363","-0,00195453","0,0363","0,00513136","0,0363","2,52096"
"0,0364","2,51742","0,0364","-0,000988272","0,0364","0,00480928","0,0364","2,52128"
"0,0365","2,51645","0,0365","-0,00131036","0,0365","0,00319885","0,0365","2,52096"
"0,0366","2,51613","0,0366","-2,20E-05","0,0366","0,0041651","0,0366","2,52064"
"0,0367","2,51838","0,0367","-0,000666186","0,0367","0,0041651","0,0367","2,52128"
"0,0368","2,51838","0,0368","-0,000666186","0,0368","0,0041651","0,0368","2,5216"
"0,0369","2,5187","0,0369","-0,00131036","0,0369","0,00352093","0,0369","2,51999"
"0,037","2,51774","0,037","-0,0003441","0,037","0,0041651","0,037","2,52031"
"0,0371","2,51838","0,0371","-0,00163244","0,0371","0,00513136","0,0371","2,51999"
"0,0372","2,51581","0,0372","-0,000988272","0,0372","0,00223259","0,0372","2,52096"
"0,0373","2,51806","0,0373","-0,00131036","0,0373","0,00545345","0,0373","2,52064"
"0,0374","2,51774","0,0374","-0,000666186","0,0374","0,00480928","0,0374","2,52031"
"0,0375","2,51613","0,0375","-0,00131036","0,0375","0,00513136","0,0375","2,52064"
"0,0376","2,51709","0,0376","-0,000666186","0,0376","0,0041651","0,0376","2,5216"
"0,0377","2,51742","0,0377","-0,00195453","0,0377","0,00545345","0,0377","2,52064"
"0,0378","2,51838","0,0378","-0,000666186","0,0378","0,00513136","0,0378","2,52031"
"0,0379","2,51967","0,0379","-0,00131036","0,0379","0,0041651","0,0379","2,52064"
"0,038","2,51677","0,038","-0,000988272","0,038","0,00223259","0,038","2,52064"
"0,0381","2,51645","0,0381","-0,00163244","0,0381","0,0041651","0,0381","2,51967"
"0,0382","2,51709","0,0382","-0,000666186","0,0382","0,00545345","0,0382","2,52031"
"0,0383","2,51581","0,0383","-0,00131036","0,0383","0,00513136","0,0383","2,52031"
"0,0384","2,51838","0,0384","-0,000666186","0,0384","0,00319885","0,0384","2,52128"
"0,0385","2,51677","0,0385","-0,000988272","0,0385","0,0041651","0,0385","2,51999"
"0,0386","2,51613","0,0386","-0,000666186","0,0386","0,0041651","0,0386","2,52064"
"0,0387","2,51774","0,0387","-0,00195453","0,0387","0,0041651","0,0387","2,52096"
"0,0388","2,51967","0,0388","-2,20E-05","0,0388","0,00513136","0,0388","2,52031"
"0,0389","2,51709","0,0389","-0,000988272","0,0389","0,00255467","0,0389","2,52064"
"0,039","2,51903","0,039","-0,0003441","0,039","0,0041651","0,039","2,52064"
"0,0391","2,51774","0,0391","-0,00131036","0,0391","0,00384302","0,0391","2,51967"
"0,0392","2,51677","0,0392","-0,000666186","0,0392","0,00513136","0,0392","2,52096"
"0,0393","2,51838","0,0393","-0,00131036","0,0393","0,00545345","0,0393","2,52096"
"0,0394","2,51838","0,0394","-0,000666186","0,0394","0,00319885","0,0394","2,52031"
"0,0395","2,51774","0,0395","-0,00131036","0,0395","0,00287676","0,0395","2,52064"
"0,0396","2,51548","0,0396","-0,0003441","0,0396","0,0041651","0,0396","2,52064"
"0,0397","2,51742","0,0397","-0,00163244","0,0397","0,00480928","0,0397","2,52031"
"0,0398","2,51709","0,0398","-2,20E-05","0,0398","0,0041651","0,0398","2,51999"
"0,0399","2,51774","0,0399","-0,000666186","0,0399","0,00545345","0,0399","2,52031"
"0,04","2,51806","0,04","-0,000666186","0,04","0,00384302","0,04","2,51999"
"0,0401","2,51709","0,0401","-0,000988272","0,0401","0,00384302","0,0401","2,52096"
"0,0402","2,51935","0,0402","-0,0003441","0,0402","0,0041651","0,0402","2,51999"
"0,0403","2,51774","0,0403","-0,00163244","0,0403","0,00480928","0,0403","2,52096"
"0,0404","2,51742","0,0404","-0,000666186","0,0404","0,00480928","0,0404","2,51935"
"0,0405","2,51806","0,0405","-0,000988272","0,0405","0,00513136","0,0405","2,52031"
"0,0406","2,51774","0,0406","-0,000666186","0,0406","0,00480928","0,0406","2,52031"
"0,0407","2,51774","0,0407","-0,000666186","0,0407","0,00577553","0,0407","2,52031"
"0,0408","2,51999","0,0408","-0,00131036","0,0408","0,00319885","0,0408","2,52128"
"0,0409","2,51677","0,0409","-0,000988272","0,0409","0,00448719","0,0409","2,52064"
"0,041","2,51806","0,041","-0,0003441","0,041","0,0041651","0,041","2,52128"
"0,0411","2,52031","0,0411","-0,000988272","0,0411","0,00319885","0,0411","2,52031"
"0,0412","2,51806","0,0412","-0,000666186","0,0412","0,00255467","0,0412","2,52128"
"0,0413","2,51645","0,0413","-0,00195453","0,0413","0,00352093","0,0413","2,52064"
"0,0414","2,51581","0,0414","-0,000666186","0,0414","0,00803014","0,0414","2,52064"
"0,0415","2,51999","0,0415","-0,000988272","0,0415","0,00319885","0,0415","2,52031"
"0,0416","2,51742","0,0416","-0,0003441","0,0416","0,00352093","0,0416","2,52193"
"0,0417","2,51935","0,0417","-0,000666186","0,0417","0,00480928","0,0417","2,52128"
"0,0418","2,51709","0,0418","-0,000666186","0,0418","0,00448719","0,0418","2,52064"
"0,0419","2,51742","0,0419","-0,00131036","0,0419","0,00480928","0,0419","2,52064"
"0,042","2,51806","0,042","-0,000666186","0,042","0,00448719","0,042","2,52064"
"0,0421","2,51709","0,0421","-0,00163244","0,0421","0,00545345","0,0421","2,51999"
"0,0422","2,51742","0,0422","-0,000666186","0,0422","0,00287676","0,0422","2,52096"
"0,0423","2,51806","0,0423","-0,00131036","0,0423","0,0041651","0,0423","2,52064"
"0,0424","2,51677","0,0424","-0,000988272","0,0424","0,00480928","0,0424","2,52031"
"0,0425","2,51581","0,0425","-0,000988272","0,0425","0,00287676","0,0425","2,51935"
"0,0426","2,51645","0,0426","-0,0003441","0,0426","0,0041651","0,0426","2,52031"
"0,0427","2,51838","0,0427","-0,000988272","0,0427","0,00287676","0,0427","2,52064"
"0,0428","2,51613","0,0428","-0,000666186","0,0428","0,00287676","0,0428","2,52064"
"0,0429","2,51967","0,0429","-0,000988272","0,0429","0,00448719","0,0429","2,52064"
"0,043","2,51774","0,043","-0,000988272","0,043","0,00480928","0,043","2,52031"
"0,0431","2,51935","0,0431","-0,000988272","0,0431","0,0041651","0,0431","2,51967"
"0,0432","2,51677","0,0432","-0,000666186","0,0432","0,00609762","0,0432","2,52031"
"0,0433","2,51774","0,0433","-0,000988272","0,0433","0,00577553","0,0433","2,52031"
"0,0434","2,51516","0,0434","-0,0003441","0,0434","0,00352093","0,0434","2,52064"
"0,0435","2,51709","0,0435","-0,00163244","0,0435","0,00255467","0,0435","2,52096"
"0,0436","2,51903","0,0436","-0,000666186","0,0436","0,00480928","0,0436","2,52064"
"0,0437","2,51742","0,0437","-0,00163244","0,0437","0,00513136","0,0437","2,52064"
"0,0438","2,51903","0,0438","-0,0003441","0,0438","0,00448719","0,0438","2,52064"
"0,0439","2,51709","0,0439","-0,000988272","0,0439","0,00577553","0,0439","2,52064"
"0,044","2,51548","0,044","-0,0003441","0,044","0,00384302","0,044","2,52064"
"0,0441","2,51581","0,0441","-0,00163244","0,0441","0,00480928","0,0441","2,51999"
"0,0442","2,51838","0,0442","-0,000666186","0,0442","0,00577553","0,0442","2,51999"
"0,0443","2,51709","0,0443","-0,00131036","0,0443","0,00319885","0,0443","2,52031"
"0,0444","2,51774","0,0444","-2,20E-05","0,0444","0,00513136","0,0444","2,51999"
"0,0445","2,51645","0,0445","-0,00131036","0,0445","0,00545345","0,0445","2,51967"
"0,0446","2,51709","0,0446","-0,000666186","0,0446","0,00480928","0,0446","2,52096"
"0,0447","2,51774","0,0447","-0,00131036","0,0447","0,00706388","0,0447","2,52031"
"0,0448","2,51806","0,0448","-0,000988272","0,0448","0,00545345","0,0448","2,52064"
"0,0449","2,51838","0,0449","-0,00131036","0,0449","0,00577553","0,0449","2,52064"
"0,045","2,5187","0,045","-0,00131036","0,045","0,00480928","0,045","2,51999"
"0,0451","2,51742","0,0451","-0,00131036","0,0451","0,00384302","0,0451","2,51999"
"0,0452","2,51677","0,0452","-0,000666186","0,0452","0,00319885","0,0452","2,51999"
"0,0453","2,51742","0,0453","-0,000988272","0,0453","0,00480928","0,0453","2,52064"
"0,0454","2,51806","0,0454","-0,000988272","0,0454","0,00352093","0,0454","2,52064"
"0,0455","2,51613","0,0455","-0,000988272","0,0455","0,0041651","0,0455","2,52128"
"0,0456","2,51774","0,0456","-0,000666186","0,0456","0,00480928","0,0456","2,51967"
"0,0457","2,51806","0,0457","-0,00131036","0,0457","0,00352093","0,0457","2,52128"
"0,0458","2,51999","0,0458","-0,000988272","0,0458","0,00545345","0,0458","2,52064"
"0,0459","2,51806","0,0459","-0,00131036","0,0459","0,00674179","0,0459","2,52096"
"0,046","2,51645","0,046","-0,00131036","0,046","0,00480928","0,046","2,52064"
"0,0461","2,51774","0,0461","-0,00131036","0,0461","0,00319885","0,0461","2,52064"
"0,0462","2,51709","0,0462","0,000300072","0,0462","0,00223259","0,0462","2,52031"
"0,0463","2,51677","0,0463","-0,000988272","0,0463","0,00352093","0,0463","2,52031"
"0,0464","2,51742","0,0464","-2,20E-05","0,0464","0,00255467","0,0464","2,51967"
"0,0465","2,51613","0,0465","-0,000666186","0,0465","0,00319885","0,0465","2,52064"
"0,0466","2,51935","0,0466","-0,000988272","0,0466","0,00448719","0,0466","2,52128"
"0,0467","2,5187","0,0467","-0,000988272","0,0467","0,00513136","0,0467","2,51999"
"0,0468","2,51742","0,0468","-0,000666186","0,0468","0,00577553","0,0468","2,52064"
"0,0469","2,51742","0,0469","-0,00131036","0,0469","0,00641971","0,0469","2,52096"
"0,047","2,51838","0,047","-0,000988272","0,047","0,00319885","0,047","2,51999"
"0,0471","2,51935","0,0471","-0,00131036","0,0471","0,00448719","0,0471","2,51999"
"0,0472","2,51709","0,0472","-0,00131036","0,0472","0,00352093","0,0472","2,52096"
"0,0473","2,5187","0,0473","-0,00131036","0,0473","0,00448719","0,0473","2,52064"
"0,0474","2,51838","0,0474","-0,000988272","0,0474","0,00352093","0,0474","2,52031"
"0,0475","2,51774","0,0475","-0,000988272","0,0475","0,00352093","0,0475","2,52064"
"0,0476","2,51806","0,0476","-0,000666186","0,0476","0,00641971","0,0476","2,52064"
"0,0477","2,51838","0,0477","-0,00131036","0,0477","0,00352093","0,0477","2,52096"
"0,0478","2,51709","0,0478","-0,000988272","0,0478","0,00480928","0,0478","2,51967"
"0,0479","2,5187","0,0479","-0,00131036","0,0479","0,0041651","0,0479","2,52064"
"0,048","2,51838","0,048","-0,0003441","0,048","0,00319885","0,048","2,52096"
"0,0481","2,52064","0,0481","-0,000988272","0,0481","0,00319885","0,0481","2,51999"
"0,0482","2,5187","0,0482","-0,000666186","0,0482","0,00513136","0,0482","2,52128"
"0,0483","2,51581","0,0483","-0,000988272","0,0483","0,00448719","0,0483","2,52031"
"0,0484","2,51967","0,0484","-0,0003441","0,0484","0,00287676","0,0484","2,52064"
"0,0485","2,51903","0,0485","-0,00131036","0,0485","0,00384302","0,0485","2,52064"
"0,0486","2,5187","0,0486","-0,000988272","0,0486","0,00545345","0,0486","2,52031"
"0,0487","2,51548","0,0487","-0,000988272","0,0487","0,00352093","0,0487","2,52031"
"0,0488","2,51645","0,0488","-0,000666186","0,0488","0,00480928","0,0488","2,52064"
"0,0489","2,51774","0,0489","-0,000988272","0,0489","0,00545345","0,0489","2,52064"
"0,049","2,51903","0,049","-0,000988272","0,049","0,0041651","0,049","2,52064"
"0,0491","2,51774","0,0491","-0,000988272","0,0491","0,00384302","0,0491","2,52096"
"0,0492","2,51806","0,0492","-0,0003441","0,0492","0,00352093","0,0492","2,52031"
"0,0493","2,5187","0,0493","-0,00131036","0,0493","0,00513136","0,0493","2,52096"
"0,0494","2,51742","0,0494","-0,00131036","0,0494","0,00448719","0,0494","2,51967"
"0,0495","2,51645","0,0495","-0,000988272","0,0495","0,0019105","0,0495","2,51806"
"0,0496","2,51097","0,0496","-0,0003441","0,0496","-0,0003441","0,0496","2,49873"
"0,0497","2,45171","0,0497","-0,0628288","0,0497","-0,526632","0,0497","-5,14666"
"0,0498","-2,50875","0,0498","0,105622","0,0498","-0,582031","0,0498","-2,74581"
"0,0499","-2,50166","0,0499","0,0344412","0,0499","-0,175881","0,0499","-2,49458"
