Frequency - Fgen,Phase - Fgen,Phase - R,Phase - L,Phase - C,,,,
31450.2,-3.26247,-55.949,33.183,-120.185,0.963342836,0.963342836,0.963342836,0.963342836
31500.1,-2.94755,-55.7049,33.4319,-119.889,0.963342836,0.963342836,0.963342836,0.963342836
31600.1,-3.20294,-56.0531,33.1257,-120.121,0.963342836,0.963342836,0.963342836,0.963342836
31650.2,-3.05534,-55.951,33.2038,-120.015,0.963342836,0.963342836,0.963342836,0.963342836
31700.2,-2.79558,-55.5833,33.424,-119.748,0.963342836,0.963342836,0.963342836,0.963342836
31750.3,-2.90448,-55.7637,33.2659,-119.867,0.963342836,0.963342836,0.963342836,0.963342836
31800.2,-2.91262,-55.8724,33.2373,-119.876,0.963342836,0.963342836,0.963342836,0.963342836
31850.1,-3.05463,-55.9981,33.0558,-120.007,0.963342836,0.963342836,0.963342836,0.963342836
31900.2,-3.20987,-56.1686,32.8589,-120.159,0.963342836,0.963342836,0.963342836,0.963342836
31950.1,-2.46943,-55.479,33.5531,-119.423,0.963342836,0.963342836,0.963342836,0.963342836
32000.2,-3.09582,-56.1063,32.8853,-120.074,0.963342836,0.963342836,0.963342836,0.963342836
32050.2,-2.3945,-55.4759,33.5231,-119.376,0.963342836,0.963342836,0.963342836,0.963342836
32100.3,-3.7682,-56.9094,32.1335,-120.729,0.963342836,0.963342836,0.963342836,0.963342836
32150.2,-2.7075,-55.7765,33.1542,-119.675,0.963342836,0.963342836,0.963342836,0.963342836
32200.1,-2.48194,-55.6051,33.3555,-119.431,0.963342836,0.963342836,0.963342836,0.963342836
32250.2,-3.16466,-56.1406,32.7289,-120.041,0.963342836,0.963342836,0.963342836,0.963342836
32300.1,-2.60429,-55.7614,33.1437,-119.563,0.963342836,0.963342836,0.963342836,0.963342836
32350.2,-2.9286,-56.1705,32.7688,-119.894,0.963342836,0.963342836,0.963342836,0.963342836
32400.2,-2.92198,-56.147,32.7575,-119.874,0.963342836,0.963342836,0.963342836,0.963342836
32450.3,-2.94447,-56.3091,32.6945,-119.894,0.963342836,0.963342836,0.963342836,0.963342836
32500.2,-3.14429,-56.4672,32.4316,-120.101,0.963342836,0.963342836,0.963342836,0.963342836
32550.1,-3.05429,-56.3539,32.5051,-120.011,0.963342836,0.963342836,0.963342836,0.963342836
32600.2,-2.78113,-56.1265,32.7395,-119.741,0.963342836,0.963342836,0.963342836,0.963342836
32700.2,-3.09591,-56.4589,32.3522,-120.039,0.963342836,0.963342836,0.963342836,0.963342836
32750.1,-2.89686,-56.2924,32.5259,-119.825,0.963342836,0.963342836,0.963342836,0.963342836
32800.3,-2.92976,-56.2642,32.469,-119.847,0.963342836,0.963342836,0.963342836,0.963342836
32850.2,-2.76854,-56.1892,32.6019,-119.669,0.963342836,0.963342836,0.963342836,0.963342836
32900.3,-3.14669,-56.6025,32.1672,-120.068,0.963342836,0.963342836,0.963342836,0.963342836
32950.2,-2.33705,-55.7966,32.9437,-119.248,0.963342836,0.963342836,0.963342836,0.963342836
33000.1,-2.78321,-56.3047,32.4832,-119.671,0.963342836,0.963342836,0.963342836,0.963342836
33050.2,-2.76112,-56.2421,32.4803,-119.639,0.963342836,0.963342836,0.963342836,0.963342836
33100.1,-3.09279,-56.5821,32.1122,-119.955,0.963342836,0.963342836,0.963342836,0.963342836
33150.2,-2.66653,-56.1882,32.5153,-119.516,0.963342836,0.963342836,0.963342836,0.963342836
33200.2,-2.99192,-56.496,32.1426,-119.859,0.963342836,0.963342836,0.963342836,0.963342836
33250.3,-2.76946,-56.3186,32.339,-119.62,0.963342836,0.963342836,0.963342836,0.963342836
33300.2,-2.92555,-56.4573,32.1278,-119.773,0.963342836,0.963342836,0.963342836,0.963342836
33400.2,-2.69307,-56.3432,32.3379,-119.496,0.963342836,0.963342836,0.963342836,0.963342836
33450.1,-2.67427,-56.274,32.3199,-119.483,0.963342836,0.963342836,0.963342836,0.963342836
33500.2,-2.73564,-56.3572,32.23,-119.525,0.963342836,0.963342836,0.963342836,0.963342836
33550.2,-2.93325,-56.5658,31.9968,-119.731,0.963342836,0.963342836,0.963342836,0.963342836
33600.3,-3.06806,-56.6882,31.8568,-119.834,0.963342836,0.963342836,0.963342836,0.963342836
33650.2,-2.84951,-56.5691,32.0257,-119.617,0.963342836,0.963342836,0.963342836,0.963342836
33700.1,-3.27654,-56.9708,31.5622,-120.031,0.963342836,0.963342836,0.963342836,0.963342836
33800.1,-3.39561,-57.1221,31.4068,-120.117,0.963342836,0.963342836,0.963342836,0.963342836
33850.2,-2.94024,-56.7031,31.8102,-119.662,0.963342836,0.963342836,0.963342836,0.963342836
33900.1,-2.70766,-56.4815,32.0192,-119.409,0.963342836,0.963342836,0.963342836,0.963342836
33950.3,-2.84822,-56.5802,31.8776,-119.536,0.963342836,0.963342836,0.963342836,0.963342836
34000.2,-2.53142,-56.3833,32.1367,-119.228,0.963342836,0.963342836,0.963342836,0.963342836
34050.3,-2.81594,-56.5661,31.8456,-119.462,0.963342836,0.963342836,0.963342836,0.963342836
34100.2,-2.58497,-56.3852,32.0455,-119.232,0.963342836,0.963342836,0.963342836,0.963342836
34150.1,-2.97638,-56.7822,31.6211,-119.603,0.963342836,0.963342836,0.963342836,0.963342836
34200.2,-2.76448,-56.5636,31.8209,-119.372,0.963342836,0.963342836,0.963342836,0.963342836
34250.1,-2.39333,-56.1829,32.1614,-119.002,0.963342836,0.963342836,0.963342836,0.963342836
34300.2,-3.07971,-56.8601,31.4545,-119.657,0.963342836,0.963342836,0.963342836,0.963342836
34350.2,-2.44851,-56.3176,32.0647,-119.015,0.963342836,0.963342836,0.963342836,0.963342836
34400.3,-2.90594,-56.8073,31.5601,-119.453,0.963342836,0.963342836,0.963342836,0.963342836
34450.2,-2.55267,-56.3985,31.9316,-119.054,0.963342836,0.963342836,0.963342836,0.963342836
34500.1,-2.64037,-56.4736,31.8286,-119.139,0.963342836,0.963342836,0.963342836,0.963342836
34550.2,-2.81914,-56.6725,31.6098,-119.311,0.963342836,0.963342836,0.963342836,0.963342836
34600.1,-2.44605,-56.3783,31.9555,-118.916,0.963342836,0.963342836,0.963342836,0.963342836
34650.2,-2.79526,-56.6878,31.581,-119.244,0.963342836,0.963342836,0.963342836,0.963342836
34750.3,-2.73937,-56.6339,31.6207,-119.145,0.963342836,0.963342836,0.963342836,0.963342836
34800.2,-2.31089,-56.1938,32.0114,-118.688,0.963342836,0.963342836,0.963342836,0.963342836
34850.3,-2.97749,-56.8563,31.3274,-119.339,0.963342836,0.963342836,0.963342836,0.963342836
34900.2,-2.7089,-56.6146,31.547,-119.084,0.963342836,0.963342836,0.963342836,0.963342836
34950.1,-2.87412,-56.7488,31.3815,-119.206,0.963342836,0.963342836,0.963342836,0.963342836
35000.2,-2.56047,-56.546,31.6853,-118.871,0.963342836,0.963342836,0.963342836,0.963342836
35050.2,-2.77813,-56.6271,31.4538,-119.048,0.963342836,0.963342836,0.963342836,0.963342836
35100.3,-2.70454,-56.6683,31.5,-118.967,0.963342836,0.963342836,0.963342836,0.963342836
35150.2,-2.55011,-56.501,31.6444,-118.8,0.963342836,0.963342836,0.963342836,0.963342836
35200.3,-3.04697,-56.9612,31.1226,-119.28,0.963342836,0.963342836,0.963342836,0.963342836
35250.2,-2.21605,-56.1588,31.9063,-118.445,0.963342836,0.963342836,0.963342836,0.963342836
35300.1,-2.79949,-56.6762,31.3413,-118.961,0.963342836,0.963342836,0.963342836,0.963342836
35400.1,-3.06701,-57.0932,31.007,-119.208,0.963342836,0.963342836,0.963342836,0.963342836
35450.2,-2.27601,-56.224,31.7839,-118.394,0.963342836,0.963342836,0.963342836,0.963342836
35500.2,-2.57744,-56.4219,31.4769,-118.667,0.963342836,0.963342836,0.963342836,0.963342836
35550.3,-2.33011,-56.2642,31.7193,-118.386,0.963342836,0.963342836,0.963342836,0.963342836
35600.2,-2.70098,-56.688,31.3183,-118.744,0.963342836,0.963342836,0.963342836,0.963342836
35650.1,-2.647,-56.5491,31.3724,-118.655,0.963342836,0.963342836,0.963342836,0.963342836
35700.2,-2.92033,-56.9253,31.0659,-118.927,0.963342836,0.963342836,0.963342836,0.963342836
35800.2,-2.52898,-56.499,31.4105,-118.489,0.963342836,0.963342836,0.963342836,0.963342836
35850.2,-2.28878,-56.3125,31.6394,-118.219,0.963342836,0.963342836,0.963342836,0.963342836
35900.3,-2.69878,-56.5721,31.2405,-118.589,0.963342836,0.963342836,0.963342836,0.963342836
35950.2,-2.8822,-56.8156,31.0382,-118.745,0.963342836,0.963342836,0.963342836,0.963342836
36000.3,-3.10046,-57.0483,30.794,-118.941,0.963342836,0.963342836,0.963342836,0.963342836
36050.2,-2.80849,-56.7233,31.0674,-118.625,0.963342836,0.963342836,0.963342836,0.963342836
36100.1,-2.79961,-56.7604,31.0674,-118.611,0.963342836,0.963342836,0.963342836,0.963342836
36200.2,-2.84185,-56.8064,30.99,-118.589,0.963342836,0.963342836,0.963342836,0.963342836
36250.3,-2.44119,-56.4129,31.3834,-118.155,0.963342836,0.963342836,0.963342836,0.963342836
36300.2,-2.29934,-56.2877,31.524,-117.993,0.963342836,0.963342836,0.963342836,0.963342836
36350.3,-2.31315,-56.2876,31.4933,-117.974,0.963342836,0.963342836,0.963342836,0.963342836
36400.2,-2.42617,-56.3175,31.3617,-118.071,0.963342836,0.963342836,0.963342836,0.963342836
36450.1,-2.42555,-56.3809,31.3535,-118.022,0.963342836,0.963342836,0.963342836,0.963342836
36500.2,-2.23692,-56.126,31.5046,-117.817,0.963342836,0.963342836,0.963342836,0.963342836
36550.1,-2.30178,-56.2553,31.4329,-117.862,0.963342836,0.963342836,0.963342836,0.963342836
36600.3,-2.50424,-56.4138,31.2547,-118.002,0.963342836,0.963342836,0.963342836,0.963342836
36650.2,-2.55924,-56.4571,31.1561,-118.044,0.963342836,0.963342836,0.963342836,0.963342836
36700.3,-2.51962,-56.3942,31.189,-117.984,0.963342836,0.963342836,0.963342836,0.963342836
36750.2,-2.63667,-56.4559,31.0449,-118.088,0.963342836,0.963342836,0.963342836,0.963342836
36850.2,-2.94253,-56.8403,30.7204,-118.312,0.963342836,0.963342836,0.963342836,0.963342836
36900.1,-2.21501,-56.0483,31.4631,-117.547,0.963342836,0.963342836,0.963342836,0.963342836
36950.2,-2.69023,-56.5871,30.9821,-118.005,0.963342836,0.963342836,0.963342836,0.963342836
37000.2,-2.61669,-56.5836,31.0204,-117.911,0.963342836,0.963342836,0.963342836,0.963342836
37050.3,-2.53759,-56.4664,31.0883,-117.797,0.963342836,0.963342836,0.963342836,0.963342836
37100.2,-2.15224,-56.0906,31.4695,-117.373,0.963342836,0.963342836,0.963342836,0.963342836
37150.3,-2.92194,-56.7853,30.698,-118.106,0.963342836,0.963342836,0.963342836,0.963342836
37250.1,-2.45671,-56.3597,31.1394,-117.581,0.963342836,0.963342836,0.963342836,0.963342836
37300.2,-2.96055,-56.8014,30.6195,-118.062,0.963342836,0.963342836,0.963342836,0.963342836
37350.2,-2.24756,-56.1123,31.3221,-117.324,0.963342836,0.963342836,0.963342836,0.963342836
37400.3,-2.33016,-56.0912,31.2368,-117.326,0.963342836,0.963342836,0.963342836,0.963342836
37450.2,-2.65533,-56.4153,30.89,-117.667,0.963342836,0.963342836,0.963342836,0.963342836
37500.3,-2.42727,-56.2879,31.1135,-117.402,0.963342836,0.963342836,0.963342836,0.963342836
37550.2,-2.24269,-56.1762,31.2795,-117.209,0.963342836,0.963342836,0.963342836,0.963342836
37600.1,-2.31526,-56.1001,31.2076,-117.237,0.963342836,0.963342836,0.963342836,0.963342836
37650.2,-2.33197,-56.1025,31.1749,-117.213,0.963342836,0.963342836,0.963342836,0.963342836
37700.1,-2.02565,-55.7645,31.4812,-116.87,0.963342836,0.963342836,0.963342836,0.963342836
37750.2,-2.43391,-56.2595,31.0352,-117.266,0.963342836,0.963342836,0.963342836,0.963342836
37800.2,-2.56356,-56.3738,30.97,-117.322,0.963342836,0.963342836,0.963342836,0.963342836
37900.2,-2.61895,-56.3904,30.8426,-117.338,0.963342836,0.963342836,0.963342836,0.963342836
37950.3,-2.78587,-56.4638,30.7125,-117.419,0.963342836,0.963342836,0.963342836,0.963342836
38000.2,-2.16974,-55.9568,31.2865,-116.813,0.963342836,0.963342836,0.963342836,0.963342836
38050.1,-2.62576,-56.4277,30.8213,-117.261,0.963342836,0.963342836,0.963342836,0.963342836
38100.2,-1.80877,-55.5932,31.639,-116.39,0.963342836,0.963342836,0.963342836,0.963342836
38150.2,-2.49132,-56.1713,30.944,-117.027,0.963342836,0.963342836,0.963342836,0.963342836
38200.3,-2.60501,-56.2639,30.844,-117.083,0.963342836,0.963342836,0.963342836,0.963342836
38300.3,-2.08792,-55.7502,31.3208,-116.518,0.963342836,0.963342836,0.963342836,0.963342836
38350.2,-2.33026,-56.0527,31.0798,-116.741,0.963342836,0.963342836,0.963342836,0.963342836
38400.1,-2.65819,-56.1953,30.7357,-117.032,0.963342836,0.963342836,0.963342836,0.963342836
38450.2,-2.67613,-56.3228,30.7183,-117.011,0.963342836,0.963342836,0.963342836,0.963342836
38500.2,-2.30924,-55.8825,31.0853,-116.587,0.963342836,0.963342836,0.963342836,0.963342836
38600.2,-2.89459,-56.522,30.4874,-117.113,0.963342836,0.963342836,0.963342836,0.963342836
38650.3,-2.4318,-55.9556,30.9424,-116.624,0.963342836,0.963342836,0.963342836,0.963342836
38700.2,-2.25472,-55.8476,31.134,-116.389,0.963342836,0.963342836,0.963342836,0.963342836
38750.1,-2.35671,-55.9335,31.0112,-116.458,0.963342836,0.963342836,0.963342836,0.963342836
38800.2,-2.55698,-56.0461,30.8098,-116.64,0.963342836,0.963342836,0.963342836,0.963342836
38850.1,-1.95585,-55.5378,31.3899,-115.993,0.963342836,0.963342836,0.963342836,0.963342836
38900.3,-2.93766,-56.383,30.4253,-116.913,0.963342836,0.963342836,0.963342836,0.963342836
39000.3,-2.66446,-56.1633,30.6751,-116.601,0.963342836,0.963342836,0.963342836,0.963342836
39050.2,-2.49645,-56.0265,30.845,-116.387,0.963342836,0.963342836,0.963342836,0.963342836
39100.3,-2.2116,-55.7418,31.1098,-116.073,0.963342836,0.963342836,0.963342836,0.963342836
39150.2,-2.78873,-56.2837,30.5303,-116.614,0.963342836,0.963342836,0.963342836,0.963342836
39200.1,-2.03895,-55.5883,31.2838,-115.822,0.963342836,0.963342836,0.963342836,0.963342836
39300.2,-1.99847,-55.3741,31.325,-115.704,0.963342836,0.963342836,0.963342836,0.963342836
39350.3,-2.68701,-56.2331,30.6427,-116.348,0.963342836,0.963342836,0.963342836,0.963342836
39400.2,-2.31462,-55.5871,31.0205,-115.898,0.963342836,0.963342836,0.963342836,0.963342836
39450.3,-2.55577,-55.9248,30.7735,-116.126,0.963342836,0.963342836,0.963342836,0.963342836
39500.2,-2.5291,-55.9388,30.804,-116.065,0.963342836,0.963342836,0.963342836,0.963342836
39550.1,-2.44807,-55.7741,30.8715,-115.967,0.963342836,0.963342836,0.963342836,0.963342836
39600.2,-1.93393,-55.2924,31.3827,-115.386,0.963342836,0.963342836,0.963342836,0.963342836
39700.3,-1.99055,-55.2694,31.2928,-115.402,0.963342836,0.963342836,0.963342836,0.963342836
39750.2,-2.85678,-56.1554,30.4232,-116.207,0.963342836,0.963342836,0.963342836,0.963342836
39800.3,-2.51912,-55.7715,30.7855,-115.826,0.963342836,0.963342836,0.963342836,0.963342836
39850.2,-2.15178,-55.4375,31.118,-115.432,0.963342836,0.963342836,0.963342836,0.963342836
39900.1,-2.44108,-55.6431,30.8449,-115.662,0.963342836,0.963342836,0.963342836,0.963342836
40000.2,-2.12174,-55.3461,31.1426,-115.273,0.963342836,0.963342836,0.963342836,0.963342836
40050.3,-2.21565,-55.4103,31.0562,-115.33,0.963342836,0.963342836,0.963342836,0.963342836
40100.2,-2.5376,-55.7003,30.7568,-115.608,0.963342836,0.963342836,0.963342836,0.963342836
40150.3,-2.35687,-55.4461,30.9136,-115.389,0.963342836,0.963342836,0.963342836,0.963342836
40200.2,-2.08317,-55.3319,31.1777,-115.081,0.963342836,0.963342836,0.963342836,0.963342836
40250.3,-2.47463,-55.5458,30.8329,-115.378,0.963342836,0.963342836,0.963342836,0.963342836
40300.2,-2.54093,-55.7942,30.7402,-115.43,0.963342836,0.963342836,0.963342836,0.963342836
40400.3,-2.67992,-55.7037,30.6058,-115.507,0.963342836,0.963342836,0.963342836,0.963342836
40450.2,-2.81461,-55.8716,30.4712,-115.588,0.963342836,0.963342836,0.963342836,0.963342836
40500.3,-2.60741,-55.6521,30.6577,-115.35,0.963342836,0.963342836,0.963342836,0.963342836
40550.2,-1.97789,-54.9454,31.3138,-114.669,0.963342836,0.963342836,0.963342836,0.963342836
40600.3,-2.73941,-55.6592,30.5415,-115.384,0.963342836,0.963342836,0.963342836,0.963342836
40700.1,-2.43452,-55.4531,30.8284,-115.016,0.963342836,0.963342836,0.963342836,0.963342836
40750.2,-2.8987,-55.9623,30.3628,-115.433,0.963342836,0.963342836,0.963342836,0.963342836
40800.2,-2.76659,-55.6226,30.5134,-115.25,0.963342836,0.963342836,0.963342836,0.963342836
40850.3,-2.67872,-55.565,30.5924,-115.122,0.963342836,0.963342836,0.963342836,0.963342836
40900.2,-2.14131,-55.0556,31.1162,-114.558,0.963342836,0.963342836,0.963342836,0.963342836
40950.3,-2.16161,-55.0573,31.1053,-114.517,0.963342836,0.963342836,0.963342836,0.963342836
41000.2,-2.62563,-55.4972,30.6525,-114.938,0.963342836,0.963342836,0.963342836,0.963342836
41100.2,-2.26639,-55.0658,31.0038,-114.488,0.963342836,0.963342836,0.963342836,0.963342836
41150.2,-2.4356,-55.1673,30.8515,-114.619,0.963342836,0.963342836,0.963342836,0.963342836
41200.3,-1.9179,-54.6641,31.3587,-114.047,0.963342836,0.963342836,0.963342836,0.963342836
41250.2,-2.63383,-55.4716,30.6355,-114.739,0.963342836,0.963342836,0.963342836,0.963342836
41300.3,-2.42447,-55.1036,30.836,-114.493,0.963342836,0.963342836,0.963342836,0.963342836
41400.3,-2.12727,-54.8559,31.1684,-114.086,0.963342836,0.963342836,0.963342836,0.963342836
41450.2,-1.90307,-54.5111,31.3838,-113.828,0.963342836,0.963342836,0.963342836,0.963342836
41550.3,-2.47754,-55.1,30.7838,-114.324,0.963342836,0.963342836,0.963342836,0.963342836
41600.2,-2.28694,-54.8246,30.9969,-114.091,0.963342836,0.963342836,0.963342836,0.963342836
41650.3,-2.62601,-55.2066,30.6455,-114.378,0.963342836,0.963342836,0.963342836,0.963342836
41700.2,-2.5422,-55.0245,30.7385,-114.255,0.963342836,0.963342836,0.963342836,0.963342836
41750.3,-1.93887,-54.4675,31.3368,-113.593,0.963342836,0.963342836,0.963342836,0.963342836
41800.2,-2.56383,-55.1315,30.7261,-114.169,0.963342836,0.963342836,0.963342836,0.963342836
41850.1,-1.63888,-54.1315,31.6646,-113.205,0.963342836,0.963342836,0.963342836,0.963342836
41900.2,-1.60972,-54.1087,31.6587,-113.145,0.963342836,0.963342836,0.963342836,0.963342836
41950.2,-1.85916,-54.2847,31.4549,-113.336,0.963342836,0.963342836,0.963342836,0.963342836
42000.3,-1.67598,-54.1215,31.61,-113.121,0.963342836,0.963342836,0.963342836,0.963342836
42050.2,-2.10618,-54.4769,31.1859,-113.508,0.963342836,0.963342836,0.963342836,0.963342836
42100.3,-2.43552,-54.8686,30.8662,-113.802,0.963342836,0.963342836,0.963342836,0.963342836
42200.3,-2.61475,-54.8644,30.6936,-113.865,0.963342836,0.963342836,0.963342836,0.963342836
42250.2,-2.5105,-54.8351,30.8091,-113.712,0.963342836,0.963342836,0.963342836,0.963342836
42300.2,-2.28813,-54.4906,31.0276,-113.434,0.963342836,0.963342836,0.963342836,0.963342836
42350.3,-2.4554,-54.6334,30.855,-113.588,0.963342836,0.963342836,0.963342836,0.963342836
42400.2,-1.72607,-53.9034,31.5852,-112.809,0.963342836,0.963342836,0.963342836,0.963342836
42450.3,-2.20971,-54.3323,31.1187,-113.216,0.963342836,0.963342836,0.963342836,0.963342836
42500.2,-2.42424,-54.6169,30.9253,-113.389,0.963342836,0.963342836,0.963342836,0.963342836
42600.2,-2.54353,-54.73,30.7821,-113.418,0.963342836,0.963342836,0.963342836,0.963342836
42650.2,-2.29285,-54.4057,31.0455,-113.124,0.963342836,0.963342836,0.963342836,0.963342836
42700.3,-2.64399,-54.7187,30.6965,-113.439,0.963342836,0.963342836,0.963342836,0.963342836
42750.2,-2.14814,-54.1971,31.2096,-112.896,0.963342836,0.963342836,0.963342836,0.963342836
42800.3,-1.59657,-53.6809,31.748,-112.311,0.963342836,0.963342836,0.963342836,0.963342836
42850.2,-2.55837,-54.58,30.8212,-113.185,0.963342836,0.963342836,0.963342836,0.963342836
42900.3,-2.04939,-53.8932,31.319,-112.63,0.963342836,0.963342836,0.963342836,0.963342836
43000.1,-2.06341,-53.9649,31.3054,-112.576,0.963342836,0.963342836,0.963342836,0.963342836
43050.3,-2.33912,-54.2245,31.0266,-112.816,0.963342836,0.963342836,0.963342836,0.963342836
43100.2,-2.61378,-54.4613,30.7532,-113.047,0.963342836,0.963342836,0.963342836,0.963342836
43150.3,-2.07716,-54.0332,31.3248,-112.433,0.963342836,0.963342836,0.963342836,0.963342836
43200.2,-2.28828,-54.1169,31.0964,-112.627,0.963342836,0.963342836,0.963342836,0.963342836
43250.3,-2.5669,-54.3985,30.8346,-112.829,0.963342836,0.963342836,0.963342836,0.963342836
43300.2,-2.14464,-53.7957,31.2427,-112.362,0.963342836,0.963342836,0.963342836,0.963342836
43400.2,-1.59274,-53.264,31.8114,-111.717,0.963342836,0.963342836,0.963342836,0.963342836
43450.2,-2.3055,-53.9713,31.1017,-112.402,0.963342836,0.963342836,0.963342836,0.963342836
43500.3,-1.95489,-53.5687,31.4786,-111.964,0.963342836,0.963342836,0.963342836,0.963342836
43550.2,-2.27493,-53.9083,31.1614,-112.25,0.963342836,0.963342836,0.963342836,0.963342836
43600.3,-1.94226,-53.6205,31.4918,-111.886,0.963342836,0.963342836,0.963342836,0.963342836
43700.3,-1.9628,-53.4507,31.4699,-111.799,0.963342836,0.963342836,0.963342836,0.963342836
43750.2,-2.13323,-53.6695,31.3006,-111.935,0.963342836,0.963342836,0.963342836,0.963342836
43800.2,-2.47355,-53.8815,30.9571,-112.22,0.963342836,0.963342836,0.963342836,0.963342836
43850.3,-1.72749,-53.303,31.7121,-111.428,0.963342836,0.963342836,0.963342836,0.963342836
43900.2,-1.59692,-53.1035,31.8708,-111.234,0.963342836,0.963342836,0.963342836,0.963342836
43950.3,-2.55529,-53.9975,30.9192,-112.145,0.963342836,0.963342836,0.963342836,0.963342836
44000.2,-2.42946,-53.9026,31.032,-111.975,0.963342836,0.963342836,0.963342836,0.963342836
44100.2,-2.20158,-53.4854,31.2714,-111.656,0.963342836,0.963342836,0.963342836,0.963342836
44150.3,-2.10175,-53.4108,31.3845,-111.485,0.963342836,0.963342836,0.963342836,0.963342836
44200.3,-1.36127,-52.6517,32.1504,-110.71,0.963342836,0.963342836,0.963342836,0.963342836
44250.2,-1.65022,-52.9098,31.8465,-110.941,0.963342836,0.963342836,0.963342836,0.963342836
44300.3,-1.69576,-52.8824,31.8108,-110.939,0.963342836,0.963342836,0.963342836,0.963342836
44350.2,-1.77257,-53.0183,31.7502,-110.966,0.963342836,0.963342836,0.963342836,0.963342836
44400.3,-1.92177,-53.0573,31.6116,-111.037,0.963342836,0.963342836,0.963342836,0.963342836
44500.3,-2.0959,-53.1947,31.4179,-111.156,0.963342836,0.963342836,0.963342836,0.963342836
44550.3,-1.51101,-52.5029,32.0448,-110.492,0.963342836,0.963342836,0.963342836,0.963342836
44600.2,-1.95016,-52.8942,31.61,-110.899,0.963342836,0.963342836,0.963342836,0.963342836
44650.3,-2.23203,-53.248,31.3149,-111.146,0.963342836,0.963342836,0.963342836,0.963342836
44700.2,-2.36551,-53.4109,31.1798,-111.229,0.963342836,0.963342836,0.963342836,0.963342836
44750.3,-2.01623,-52.9471,31.533,-110.811,0.963342836,0.963342836,0.963342836,0.963342836
44800.2,-1.49179,-52.4851,32.0348,-110.265,0.963342836,0.963342836,0.963342836,0.963342836
44850.3,-2.39246,-53.2765,31.1967,-111.081,0.963342836,0.963342836,0.963342836,0.963342836
44900.2,-1.92645,-52.7253,31.6988,-110.553,0.963342836,0.963342836,0.963342836,0.963342836
44950.2,-1.84362,-52.4907,31.7565,-110.435,0.963342836,0.963342836,0.963342836,0.963342836
