Frequency - Fgen,Phase - Fgen,Phase - R,Phase - L,Phase - C,,,,
15900,-3.45055,45.8182,139.182,-25.341,0.963342836,0.963342836,0.963342836,0.963342836
15950.1,-3.55638,45.3153,138.644,-25.853,0.963342836,0.963342836,0.963342836,0.963342836
16000,-3.97545,44.5001,137.811,-26.66,0.963342836,0.963342836,0.963342836,0.963342836
16050.1,-3.7588,44.2545,137.594,-26.84,0.963342836,0.963342836,0.963342836,0.963342836
16100.1,-3.49424,44.168,137.439,-26.957,0.963342836,0.963342836,0.963342836,0.963342836
16150.2,-3.80818,43.3842,136.68,-27.686,0.963342836,0.963342836,0.963342836,0.963342836
16200.1,-3.77768,43.0045,136.263,-28.054,0.963342836,0.963342836,0.963342836,0.963342836
16300.1,-3.62218,42.2931,135.51,-28.747,0.963342836,0.963342836,0.963342836,0.963342836
16350,-3.84998,41.6351,134.82,-29.402,0.963342836,0.963342836,0.963342836,0.963342836
16400.1,-3.56677,41.4536,134.64,-29.55,0.963342836,0.963342836,0.963342836,0.963342836
16450,-3.52418,41.0555,134.196,-29.952,0.963342836,0.963342836,0.963342836,0.963342836
16500.1,-3.49228,40.5959,133.729,-30.376,0.963342836,0.963342836,0.963342836,0.963342836
16600.2,-3.90579,39.23,132.342,-31.701,0.963342836,0.963342836,0.963342836,0.963342836
16650.1,-3.44852,39.2146,132.298,-31.716,0.963342836,0.963342836,0.963342836,0.963342836
16700,-3.82192,38.3875,131.405,-32.553,0.963342836,0.963342836,0.963342836,0.963342836
16750.1,-3.32779,38.3145,131.365,-32.563,0.963342836,0.963342836,0.963342836,0.963342836
16800,-3.56103,37.6212,130.626,-33.266,0.963342836,0.963342836,0.963342836,0.963342836
16850.1,-3.36212,37.2573,130.287,-33.586,0.963342836,0.963342836,0.963342836,0.963342836
16900.1,-3.50555,36.6279,129.612,-34.213,0.963342836,0.963342836,0.963342836,0.963342836
17000.1,-3.52995,35.5674,128.5,-35.26,0.963342836,0.963342836,0.963342836,0.963342836
17050,-3.90728,34.6519,127.577,-36.149,0.963342836,0.963342836,0.963342836,0.963342836
17100.1,-3.4961,34.476,127.405,-36.289,0.963342836,0.963342836,0.963342836,0.963342836
17150,-3.5343,33.9091,126.798,-36.848,0.963342836,0.963342836,0.963342836,0.963342836
17200.1,-3.58762,33.2848,126.166,-37.455,0.963342836,0.963342836,0.963342836,0.963342836
17300.2,-3.22594,32.5248,125.368,-38.186,0.963342836,0.963342836,0.963342836,0.963342836
17350.1,-3.47715,31.6805,124.497,-39.009,0.963342836,0.963342836,0.963342836,0.963342836
17400.2,-3.49947,31.1017,123.914,-39.561,0.963342836,0.963342836,0.963342836,0.963342836
17450.1,-3.50499,30.5035,123.291,-40.142,0.963342836,0.963342836,0.963342836,0.963342836
17500,-3.49536,29.9419,122.703,-40.704,0.963342836,0.963342836,0.963342836,0.963342836
17550.1,-3.88945,28.943,121.679,-41.688,0.963342836,0.963342836,0.963342836,0.963342836
17600,-3.00081,29.2314,121.942,-41.389,0.963342836,0.963342836,0.963342836,0.963342836
17700.1,-3.35991,27.6439,120.328,-42.931,0.963342836,0.963342836,0.963342836,0.963342836
17750.2,-3.4741,26.8762,119.551,-43.687,0.963342836,0.963342836,0.963342836,0.963342836
17800.1,-3.13822,26.5556,119.22,-43.965,0.963342836,0.963342836,0.963342836,0.963342836
17850,-3.5664,25.538,118.178,-44.973,0.963342836,0.963342836,0.963342836,0.963342836
17900.1,-3.61602,24.8315,117.455,-45.667,0.963342836,0.963342836,0.963342836,0.963342836
17950,-3.24004,24.5789,117.17,-45.915,0.963342836,0.963342836,0.963342836,0.963342836
18000.1,-3.22434,23.9608,116.527,-46.53,0.963342836,0.963342836,0.963342836,0.963342836
18100.2,-3.66283,22.1538,114.708,-48.269,0.963342836,0.963342836,0.963342836,0.963342836
18150.1,-3.4777,21.663,114.215,-48.727,0.963342836,0.963342836,0.963342836,0.963342836
18200.2,-3.18635,21.2992,113.831,-49.087,0.963342836,0.963342836,0.963342836,0.963342836
18250.1,-3.37426,20.4604,112.952,-49.913,0.963342836,0.963342836,0.963342836,0.963342836
18300,-3.67609,19.4487,111.924,-50.904,0.963342836,0.963342836,0.963342836,0.963342836
18350.1,-3.77893,18.6748,111.138,-51.658,0.963342836,0.963342836,0.963342836,0.963342836
18400.1,-3.44561,18.329,110.784,-51.985,0.963342836,0.963342836,0.963342836,0.963342836
18500.1,-3.32318,17.0756,109.485,-53.21,0.963342836,0.963342836,0.963342836,0.963342836
18550.2,-2.98372,16.7158,109.114,-53.545,0.963342836,0.963342836,0.963342836,0.963342836
18600.1,-3.43724,15.5707,107.955,-54.671,0.963342836,0.963342836,0.963342836,0.963342836
18650,-3.52243,14.7699,107.142,-55.452,0.963342836,0.963342836,0.963342836,0.963342836
18700.1,-3.3863,14.2341,106.577,-55.968,0.963342836,0.963342836,0.963342836,0.963342836
18750,-3.4323,13.459,105.788,-56.723,0.963342836,0.963342836,0.963342836,0.963342836
18800.2,-3.67194,12.5066,104.822,-57.662,0.963342836,0.963342836,0.963342836,0.963342836
18850.1,-3.86315,11.6313,103.919,-58.528,0.963342836,0.963342836,0.963342836,0.963342836
18900.2,-3.72092,11.0793,103.348,-59.051,0.963342836,0.963342836,0.963342836,0.963342836
18950.1,-3.55343,10.4995,102.766,-59.598,0.963342836,0.963342836,0.963342836,0.963342836
19000,-3.56251,9.78741,102.05,-60.291,0.963342836,0.963342836,0.963342836,0.963342836
19050.1,-3.63098,9.0015,101.23,-61.071,0.963342836,0.963342836,0.963342836,0.963342836
19150.2,-3.99181,7.24518,99.4586,-62.77,0.963342836,0.963342836,0.963342836,0.963342836
19200.1,-3.84095,6.67656,98.861,-63.33,0.963342836,0.963342836,0.963342836,0.963342836
19250.2,-3.74717,6.05311,98.238,-63.925,0.963342836,0.963342836,0.963342836,0.963342836
19300.1,-3.52185,5.60424,97.7329,-64.395,0.963342836,0.963342836,0.963342836,0.963342836
19350.2,-3.92898,4.47307,96.6196,-65.47,0.963342836,0.963342836,0.963342836,0.963342836
19450,-3.80235,3.18172,95.3099,-66.718,0.963342836,0.963342836,0.963342836,0.963342836
19500.1,-3.80277,2.49181,94.5857,-67.405,0.963342836,0.963342836,0.963342836,0.963342836
19550.1,-4.14538,1.43205,93.515,-68.451,0.963342836,0.963342836,0.963342836,0.963342836
19600.2,-3.4672,1.42517,93.4965,-68.418,0.963342836,0.963342836,0.963342836,0.963342836
19650.1,-3.78386,0.425988,92.4685,-69.407,0.963342836,0.963342836,0.963342836,0.963342836
19700.2,-4.34066,-0.838099,91.2065,-70.647,0.963342836,0.963342836,0.963342836,0.963342836
19750.1,-4.08548,-1.26361,90.7684,-71.053,0.963342836,0.963342836,0.963342836,0.963342836
19850.1,-4.56794,-3.13377,88.9008,-72.838,0.963342836,0.963342836,0.963342836,0.963342836
19900,-4.1196,-3.35409,88.6422,-73.072,0.963342836,0.963342836,0.963342836,0.963342836
19950.2,-4.02497,-3.91915,88.0649,-73.616,0.963342836,0.963342836,0.963342836,0.963342836
20000.1,-4.08844,-4.64317,87.3139,-74.35,0.963342836,0.963342836,0.963342836,0.963342836
20050.2,-4.30059,-5.53209,86.4219,-75.169,0.963342836,0.963342836,0.963342836,0.963342836
20150,-4.22116,-6.73449,85.1607,-76.377,0.963342836,0.963342836,0.963342836,0.963342836
20200.1,-4.0053,-7.22877,84.6979,-76.804,0.963342836,0.963342836,0.963342836,0.963342836
20250.1,-4.2502,-8.1382,83.8434,-77.623,0.963342836,0.963342836,0.963342836,0.963342836
20300.1,-4.59146,-9.04978,82.8059,-78.623,0.963342836,0.963342836,0.963342836,0.963342836
20350.1,-4.18257,-9.27427,82.5918,-78.812,0.963342836,0.963342836,0.963342836,0.963342836
20400.2,-4.77724,-10.5082,81.3379,-80.031,0.963342836,0.963342836,0.963342836,0.963342836
20450.1,-4.22861,-10.6176,81.2459,-80.083,0.963342836,0.963342836,0.963342836,0.963342836
20500.2,-4.25028,-11.2126,80.5991,-80.695,0.963342836,0.963342836,0.963342836,0.963342836
20550.1,-4.64412,-12.2351,79.5813,-81.683,0.963342836,0.963342836,0.963342836,0.963342836
20600,-4.52305,-12.7252,79.0823,-82.149,0.963342836,0.963342836,0.963342836,0.963342836
20650.1,-4.19335,-13.0043,78.7868,-82.415,0.963342836,0.963342836,0.963342836,0.963342836
20700.1,-4.3163,-13.6822,78.0587,-83.089,0.963342836,0.963342836,0.963342836,0.963342836
20800.1,-4.85131,-15.4339,76.3092,-84.784,0.963342836,0.963342836,0.963342836,0.963342836
20850.2,-4.22657,-15.3954,76.3634,-84.705,0.963342836,0.963342836,0.963342836,0.963342836
20900.1,-4.37772,-16.1048,75.602,-85.417,0.963342836,0.963342836,0.963342836,0.963342836
20950,-4.33582,-16.6126,75.0794,-85.902,0.963342836,0.963342836,0.963342836,0.963342836
21000.1,-4.15713,-17.0441,74.6505,-86.302,0.963342836,0.963342836,0.963342836,0.963342836
21050.1,-4.05225,-17.4838,74.2121,-86.714,0.963342836,0.963342836,0.963342836,0.963342836
21100.2,-4.59219,-18.593,73.0967,-87.805,0.963342836,0.963342836,0.963342836,0.963342836
21150.1,-4.35764,-18.8688,72.7837,-88.062,0.963342836,0.963342836,0.963342836,0.963342836
21200.2,-4.59536,-19.6438,72.0042,-88.817,0.963342836,0.963342836,0.963342836,0.963342836
21250.1,-4.67858,-20.2681,71.3734,-89.417,0.963342836,0.963342836,0.963342836,0.963342836
21300.2,-4.1965,-20.3008,71.3237,-89.434,0.963342836,0.963342836,0.963342836,0.963342836
21350.1,-4.39223,-20.9909,70.6016,-90.118,0.963342836,0.963342836,0.963342836,0.963342836
21450.2,-4.72857,-22.3885,69.2116,-91.442,0.963342836,0.963342836,0.963342836,0.963342836
21500.1,-4.2394,-22.3868,69.1811,-91.441,0.963342836,0.963342836,0.963342836,0.963342836
21550.2,-4.59958,-23.2645,68.3177,-92.277,0.963342836,0.963342836,0.963342836,0.963342836
21600.1,-4.19323,-23.33,68.2372,-92.308,0.963342836,0.963342836,0.963342836,0.963342836
21650.2,-4.39621,-24.0034,67.5213,-92.997,0.963342836,0.963342836,0.963342836,0.963342836
21750,-4.38923,-24.9742,66.543,-93.906,0.963342836,0.963342836,0.963342836,0.963342836
21800.1,-4.34569,-25.3686,66.1274,-94.277,0.963342836,0.963342836,0.963342836,0.963342836
21850.1,-4.43249,-25.9302,65.5631,-94.812,0.963342836,0.963342836,0.963342836,0.963342836
21900.2,-3.94681,-25.8912,65.586,-94.764,0.963342836,0.963342836,0.963342836,0.963342836
21950.1,-4.05645,-26.4644,65.0125,-95.308,0.963342836,0.963342836,0.963342836,0.963342836
22000.2,-4.22791,-27.0726,64.3808,-95.898,0.963342836,0.963342836,0.963342836,0.963342836
22050.1,-4.11517,-27.3737,64.0505,-96.19,0.963342836,0.963342836,0.963342836,0.963342836
22150.1,-4.12655,-28.2533,63.1702,-97.015,0.963342836,0.963342836,0.963342836,0.963342836
22200.1,-4.81299,-29.3446,62.0455,-98.1,0.963342836,0.963342836,0.963342836,0.963342836
22250.2,-4.10028,-29.0814,62.3214,-97.786,0.963342836,0.963342836,0.963342836,0.963342836
22300.1,-4.21237,-29.5955,61.7991,-98.281,0.963342836,0.963342836,0.963342836,0.963342836
22350.2,-4.07833,-29.8601,61.5266,-98.521,0.963342836,0.963342836,0.963342836,0.963342836
22400.1,-4.26215,-30.4366,60.92,-99.092,0.963342836,0.963342836,0.963342836,0.963342836
22450.2,-4.57967,-31.1331,60.2113,-99.753,0.963342836,0.963342836,0.963342836,0.963342836
22550.1,-4.17833,-31.5297,59.8017,-100.101,0.963342836,0.963342836,0.963342836,0.963342836
22600.2,-3.99999,-31.7003,59.5937,-100.276,0.963342836,0.963342836,0.963342836,0.963342836
22650.1,-4.18683,-32.2821,59.0289,-100.814,0.963342836,0.963342836,0.963342836,0.963342836
22700.2,-3.86071,-32.288,58.9884,-100.812,0.963342836,0.963342836,0.963342836,0.963342836
22750.1,-4.12936,-32.9285,58.351,-101.416,0.963342836,0.963342836,0.963342836,0.963342836
22800.2,-4.25963,-33.425,57.8359,-101.9,0.963342836,0.963342836,0.963342836,0.963342836
22850.1,-3.85454,-33.3812,57.8769,-101.83,0.963342836,0.963342836,0.963342836,0.963342836
22900,-3.48959,-33.3565,57.8781,-101.776,0.963342836,0.963342836,0.963342836,0.963342836
22950.1,-3.7109,-33.9125,57.3189,-102.31,0.963342836,0.963342836,0.963342836,0.963342836
23000.1,-3.95882,-34.4798,56.7285,-102.872,0.963342836,0.963342836,0.963342836,0.963342836
23050.2,-3.90028,-34.7517,56.4466,-103.117,0.963342836,0.963342836,0.963342836,0.963342836
23100.1,-3.78955,-35.0113,56.2016,-103.336,0.963342836,0.963342836,0.963342836,0.963342836
23200.1,-3.74417,-35.5836,55.5748,-103.875,0.963342836,0.963342836,0.963342836,0.963342836
23250,-4.60762,-36.8045,54.3685,-105.062,0.963342836,0.963342836,0.963342836,0.963342836
23300.1,-3.6301,-36.1457,55.0334,-104.361,0.963342836,0.963342836,0.963342836,0.963342836
23350.1,-4.34178,-37.0949,54.026,-105.325,0.963342836,0.963342836,0.963342836,0.963342836
23400.2,-3.77715,-36.8686,54.2437,-105.071,0.963342836,0.963342836,0.963342836,0.963342836
23500.2,-3.99116,-37.6769,53.4079,-105.844,0.963342836,0.963342836,0.963342836,0.963342836
23550.1,-4.22821,-38.181,52.8947,-106.325,0.963342836,0.963342836,0.963342836,0.963342836
23600.2,-4.05411,-38.3348,52.7451,-106.43,0.963342836,0.963342836,0.963342836,0.963342836
23650.1,-3.33361,-37.884,53.1937,-105.954,0.963342836,0.963342836,0.963342836,0.963342836
23700.1,-4.11288,-38.9547,52.1086,-107.002,0.963342836,0.963342836,0.963342836,0.963342836
23750.2,-3.62722,-38.7474,52.2886,-106.787,0.963342836,0.963342836,0.963342836,0.963342836
23800.1,-3.63434,-39.0234,52.0368,-107.007,0.963342836,0.963342836,0.963342836,0.963342836
23900.1,-3.80369,-39.7064,51.2945,-107.684,0.963342836,0.963342836,0.963342836,0.963342836
23950.2,-3.86137,-40.0343,50.9735,-107.963,0.963342836,0.963342836,0.963342836,0.963342836
24000.1,-3.68544,-40.1019,50.8669,-108.037,0.963342836,0.963342836,0.963342836,0.963342836
24050.1,-3.92477,-40.5916,50.3891,-108.479,0.963342836,0.963342836,0.963342836,0.963342836
24100.2,-4.15621,-41.0959,49.8804,-108.956,0.963342836,0.963342836,0.963342836,0.963342836
24150.1,-4.42507,-41.5715,49.3515,-109.445,0.963342836,0.963342836,0.963342836,0.963342836
24200.2,-3.86305,-41.2869,49.6603,-109.104,0.963342836,0.963342836,0.963342836,0.963342836
24250.1,-3.72433,-41.3846,49.558,-109.167,0.963342836,0.963342836,0.963342836,0.963342836
24300.2,-3.90487,-41.8271,49.112,-109.574,0.963342836,0.963342836,0.963342836,0.963342836
24350.1,-3.93999,-42.0474,48.8509,-109.808,0.963342836,0.963342836,0.963342836,0.963342836
24400.2,-3.75317,-42.1263,48.7838,-109.834,0.963342836,0.963342836,0.963342836,0.963342836
24450.2,-3.81088,-42.3924,48.4922,-110.086,0.963342836,0.963342836,0.963342836,0.963342836
24550.2,-3.01103,-42.0522,48.8173,-109.695,0.963342836,0.963342836,0.963342836,0.963342836
24600.1,-3.48597,-42.7435,48.1069,-110.374,0.963342836,0.963342836,0.963342836,0.963342836
24650.2,-3.39734,-42.8479,47.9693,-110.474,0.963342836,0.963342836,0.963342836,0.963342836
24700.1,-3.51642,-43.2235,47.6106,-110.784,0.963342836,0.963342836,0.963342836,0.963342836
24750.2,-3.78209,-43.6846,47.1309,-111.243,0.963342836,0.963342836,0.963342836,0.963342836
24800.1,-3.85236,-43.891,46.8592,-111.476,0.963342836,0.963342836,0.963342836,0.963342836
24850.1,-3.72864,-44.0099,46.7658,-111.537,0.963342836,0.963342836,0.963342836,0.963342836
24950.1,-3.64436,-44.3511,46.4313,-111.802,0.963342836,0.963342836,0.963342836,0.963342836
25000.2,-3.07251,-43.9868,46.7797,-111.415,0.963342836,0.963342836,0.963342836,0.963342836
25050.1,-4.01335,-45.0993,45.6584,-112.509,0.963342836,0.963342836,0.963342836,0.963342836
25100.2,-3.47254,-44.7322,45.989,-112.134,0.963342836,0.963342836,0.963342836,0.963342836
25150.1,-3.63516,-45.1078,45.6128,-112.469,0.963342836,0.963342836,0.963342836,0.963342836
25250.2,-3.57287,-45.3774,45.3171,-112.704,0.963342836,0.963342836,0.963342836,0.963342836
25300.1,-3.76498,-45.7511,44.8948,-113.081,0.963342836,0.963342836,0.963342836,0.963342836
25350.2,-3.83805,-46.0334,44.6521,-113.284,0.963342836,0.963342836,0.963342836,0.963342836
25400.1,-3.62447,-45.966,44.6669,-113.236,0.963342836,0.963342836,0.963342836,0.963342836
25450.2,-3.54046,-46.0855,44.5677,-113.301,0.963342836,0.963342836,0.963342836,0.963342836
25500.1,-3.47226,-46.1909,44.4503,-113.383,0.963342836,0.963342836,0.963342836,0.963342836
25550.2,-3.50159,-46.4293,44.2407,-113.559,0.963342836,0.963342836,0.963342836,0.963342836
25650.1,-3.61556,-46.8112,43.7972,-113.929,0.963342836,0.963342836,0.963342836,0.963342836
25700.2,-3.46449,-46.8297,43.7674,-113.925,0.963342836,0.963342836,0.963342836,0.963342836
25750.1,-3.44176,-46.9984,43.5901,-114.063,0.963342836,0.963342836,0.963342836,0.963342836
25800.2,-3.62508,-47.3244,43.2488,-114.369,0.963342836,0.963342836,0.963342836,0.963342836
25850.1,-3.62211,-47.4274,43.092,-114.485,0.963342836,0.963342836,0.963342836,0.963342836
25950.1,-3.6725,-47.8244,42.7203,-114.787,0.963342836,0.963342836,0.963342836,0.963342836
26000.1,-3.43508,-47.7025,42.8015,-114.664,0.963342836,0.963342836,0.963342836,0.963342836
26050.2,-3.41307,-47.8536,42.6446,-114.783,0.963342836,0.963342836,0.963342836,0.963342836
26100.1,-3.55204,-48.1322,42.3649,-115.033,0.963342836,0.963342836,0.963342836,0.963342836
26150.2,-3.869,-48.5992,41.8933,-115.468,0.963342836,0.963342836,0.963342836,0.963342836
26200.1,-3.37781,-48.2207,42.2255,-115.109,0.963342836,0.963342836,0.963342836,0.963342836
26250.2,-3.58748,-48.6076,41.8483,-115.436,0.963342836,0.963342836,0.963342836,0.963342836
26350.1,-3.47879,-48.7545,41.6772,-115.537,0.963342836,0.963342836,0.963342836,0.963342836
26400.2,-3.61022,-49.0201,41.4016,-115.778,0.963342836,0.963342836,0.963342836,0.963342836
26450.1,-3.63234,-49.1273,41.2288,-115.908,0.963342836,0.963342836,0.963342836,0.963342836
26500.2,-3.84837,-49.5157,40.8921,-116.212,0.963342836,0.963342836,0.963342836,0.963342836
26550.1,-3.25256,-49.0191,41.3432,-115.727,0.963342836,0.963342836,0.963342836,0.963342836
26600.2,-3.04686,-48.9922,41.3932,-115.637,0.963342836,0.963342836,0.963342836,0.963342836
26650.1,-3.15246,-49.1775,41.1669,-115.823,0.963342836,0.963342836,0.963342836,0.963342836
26700.2,-3.41682,-49.5999,40.7521,-116.208,0.963342836,0.963342836,0.963342836,0.963342836
26750.2,-3.03485,-49.3265,41.0402,-115.897,0.963342836,0.963342836,0.963342836,0.963342836
26800.1,-3.50124,-49.9151,40.4247,-116.467,0.963342836,0.963342836,0.963342836,0.963342836
26850.2,-3.51661,-50.0247,40.2631,-116.585,0.963342836,0.963342836,0.963342836,0.963342836
26900.1,-3.74465,-50.3984,39.9088,-116.904,0.963342836,0.963342836,0.963342836,0.963342836
27000.1,-3.37585,-50.2465,40.0324,-116.707,0.963342836,0.963342836,0.963342836,0.963342836
27050.2,-3.18543,-50.1697,40.0915,-116.611,0.963342836,0.963342836,0.963342836,0.963342836
27100.1,-3.40713,-50.5192,39.7267,-116.936,0.963342836,0.963342836,0.963342836,0.963342836
27150.1,-3.45216,-50.7328,39.5767,-117.051,0.963342836,0.963342836,0.963342836,0.963342836
27200.2,-3.26995,-50.6095,39.6395,-116.947,0.963342836,0.963342836,0.963342836,0.963342836
27250.1,-3.09958,-50.4994,39.7083,-116.85,0.963342836,0.963342836,0.963342836,0.963342836
27300.2,-3.64945,-51.1738,39.0346,-117.476,0.963342836,0.963342836,0.963342836,0.963342836
27350.1,-3.38332,-51.0358,39.1691,-117.318,0.963342836,0.963342836,0.963342836,0.963342836
27400.2,-2.97405,-50.7243,39.4673,-116.974,0.963342836,0.963342836,0.963342836,0.963342836
27450.1,-3.2623,-51.0775,39.0895,-117.324,0.963342836,0.963342836,0.963342836,0.963342836
27500.2,-3.30382,-51.2432,38.9196,-117.454,0.963342836,0.963342836,0.963342836,0.963342836
27550.2,-3.2986,-51.3388,38.8103,-117.524,0.963342836,0.963342836,0.963342836,0.963342836
27650.2,-3.3208,-51.5633,38.5573,-117.681,0.963342836,0.963342836,0.963342836,0.963342836
27700.1,-3.26186,-51.5566,38.5184,-117.699,0.963342836,0.963342836,0.963342836,0.963342836
27750.2,-3.24094,-51.6986,38.4193,-117.761,0.963342836,0.963342836,0.963342836,0.963342836
27800.1,-3.33785,-51.8768,38.2421,-117.907,0.963342836,0.963342836,0.963342836,0.963342836
27850.2,-3.22399,-51.8028,38.2429,-117.873,0.963342836,0.963342836,0.963342836,0.963342836
27900.2,-3.22003,-51.9267,38.1552,-117.92,0.963342836,0.963342836,0.963342836,0.963342836
27950.1,-2.93362,-51.7531,38.3531,-117.685,0.963342836,0.963342836,0.963342836,0.963342836
28000.2,-3.39455,-52.2596,37.7563,-118.246,0.963342836,0.963342836,0.963342836,0.963342836
28050.1,-3.1618,-52.1608,37.9353,-118.024,0.963342836,0.963342836,0.963342836,0.963342836
28100.2,-3.42686,-52.4745,37.5486,-118.375,0.963342836,0.963342836,0.963342836,0.963342836
28150.1,-2.97169,-52.0908,37.9105,-117.968,0.963342836,0.963342836,0.963342836,0.963342836
28200.2,-3.01493,-52.2298,37.7673,-118.09,0.963342836,0.963342836,0.963342836,0.963342836
28250.2,-2.85237,-52.1746,37.8466,-117.971,0.963342836,0.963342836,0.963342836,0.963342836
28300.1,-3.13364,-52.478,37.4604,-118.31,0.963342836,0.963342836,0.963342836,0.963342836
28350.2,-3.39166,-52.8094,37.1303,-118.603,0.963342836,0.963342836,0.963342836,0.963342836
28400.1,-2.80474,-52.3586,37.5912,-118.101,0.963342836,0.963342836,0.963342836,0.963342836
28450.2,-3.40114,-52.98,36.9274,-118.73,0.963342836,0.963342836,0.963342836,0.963342836
28500.1,-2.69052,-52.4171,37.5396,-118.078,0.963342836,0.963342836,0.963342836,0.963342836
28550.2,-3.33163,-53.0196,36.8161,-118.764,0.963342836,0.963342836,0.963342836,0.963342836
28650.3,-3.41542,-53.3306,36.5756,-118.932,0.963342836,0.963342836,0.963342836,0.963342836
28700.2,-3.09404,-52.9591,36.8163,-118.653,0.963342836,0.963342836,0.963342836,0.963342836
28750.1,-3.3241,-53.3485,36.4991,-118.935,0.963342836,0.963342836,0.963342836,0.963342836
28800.2,-3.08962,-53.1962,36.6336,-118.762,0.963342836,0.963342836,0.963342836,0.963342836
28850.1,-2.80906,-52.9898,36.8397,-118.508,0.963342836,0.963342836,0.963342836,0.963342836
28900.2,-3.05665,-53.2898,36.5129,-118.808,0.963342836,0.963342836,0.963342836,0.963342836
28950.1,-3.04226,-53.3444,36.4361,-118.831,0.963342836,0.963342836,0.963342836,0.963342836
29050.2,-3.29048,-53.7024,36.0265,-119.174,0.963342836,0.963342836,0.963342836,0.963342836
29100.1,-3.2166,-53.7708,36.0288,-119.139,0.963342836,0.963342836,0.963342836,0.963342836
29150.2,-2.69867,-53.2735,36.4655,-118.666,0.963342836,0.963342836,0.963342836,0.963342836
29200.1,-3.19749,-53.7901,35.902,-119.187,0.963342836,0.963342836,0.963342836,0.963342836
29250.2,-2.88019,-53.6113,36.141,-118.924,0.963342836,0.963342836,0.963342836,0.963342836
29300.1,-3.24009,-53.9995,35.7158,-119.3,0.963342836,0.963342836,0.963342836,0.963342836
29350.2,-3.2322,-54.0487,35.6543,-119.325,0.963342836,0.963342836,0.963342836,0.963342836
29450.1,-3.39913,-54.3714,35.3446,-119.569,0.963342836,0.963342836,0.963342836,0.963342836
29500.2,-2.97374,-53.956,35.7103,-119.158,0.963342836,0.963342836,0.963342836,0.963342836
29550.1,-3.36694,-54.3763,35.2365,-119.589,0.963342836,0.963342836,0.963342836,0.963342836
29600.2,-3.14221,-54.1838,35.4006,-119.387,0.963342836,0.963342836,0.963342836,0.963342836
29650.1,-3.32885,-54.4988,35.1254,-119.629,0.963342836,0.963342836,0.963342836,0.963342836
29750.2,-2.76521,-54.0431,35.5641,-119.098,0.963342836,0.963342836,0.963342836,0.963342836
29800.3,-3.32925,-54.6431,34.9199,-119.715,0.963342836,0.963342836,0.963342836,0.963342836
29850.2,-2.42994,-53.7747,35.7828,-118.812,0.963342836,0.963342836,0.963342836,0.963342836
29900.1,-3.50019,-54.9454,34.635,-119.928,0.963342836,0.963342836,0.963342836,0.963342836
29950.2,-3.26684,-54.7743,34.7955,-119.734,0.963342836,0.963342836,0.963342836,0.963342836
30000.1,-3.1703,-54.6892,34.8404,-119.653,0.963342836,0.963342836,0.963342836,0.963342836
30050.2,-2.82594,-54.4412,35.1174,-119.328,0.963342836,0.963342836,0.963342836,0.963342836
30150.3,-2.98683,-54.6557,34.8379,-119.534,0.963342836,0.963342836,0.963342836,0.963342836
30200.2,-3.09027,-54.7848,34.666,-119.665,0.963342836,0.963342836,0.963342836,0.963342836
30250.1,-2.97474,-54.7275,34.7391,-119.548,0.963342836,0.963342836,0.963342836,0.963342836
30300.2,-3.1255,-54.9431,34.5159,-119.736,0.963342836,0.963342836,0.963342836,0.963342836
30350.1,-3.274,-55.065,34.3076,-119.903,0.963342836,0.963342836,0.963342836,0.963342836
30400.2,-3.09537,-54.9938,34.4263,-119.754,0.963342836,0.963342836,0.963342836,0.963342836
30450.1,-3.14438,-55.1435,34.3277,-119.825,0.963342836,0.963342836,0.963342836,0.963342836
30500.2,-3.08826,-55.0887,34.312,-119.793,0.963342836,0.963342836,0.963342836,0.963342836
30550.2,-3.21207,-55.2105,34.1593,-119.912,0.963342836,0.963342836,0.963342836,0.963342836
30600.1,-3.33241,-55.3929,33.9696,-120.06,0.963342836,0.963342836,0.963342836,0.963342836
30650.2,-3.19166,-55.3601,34.0557,-119.933,0.963342836,0.963342836,0.963342836,0.963342836
30700.1,-3.30634,-55.4562,33.8806,-120.067,0.963342836,0.963342836,0.963342836,0.963342836
30750.2,-3.15102,-55.3285,34.0029,-119.92,0.963342836,0.963342836,0.963342836,0.963342836
30800.1,-2.60244,-54.8914,34.464,-119.406,0.963342836,0.963342836,0.963342836,0.963342836
30900.1,-3.00332,-55.344,33.9664,-119.83,0.963342836,0.963342836,0.963342836,0.963342836
30950.3,-2.72974,-55.1164,34.1913,-119.561,0.963342836,0.963342836,0.963342836,0.963342836
31000.2,-2.64284,-55.0646,34.2369,-119.48,0.963342836,0.963342836,0.963342836,0.963342836
31050.1,-3.13979,-55.6038,33.6681,-120.008,0.963342836,0.963342836,0.963342836,0.963342836
31100.2,-3.05961,-55.5642,33.7281,-119.92,0.963342836,0.963342836,0.963342836,0.963342836
31200.2,-2.46994,-55.0218,34.2305,-119.335,0.963342836,0.963342836,0.963342836,0.963342836
31250.1,-2.84685,-55.4926,33.7665,-119.75,0.963342836,0.963342836,0.963342836,0.963342836
31300.2,-3.17759,-55.8677,33.4073,-120.071,0.963342836,0.963342836,0.963342836,0.963342836
31350.2,-2.68912,-55.3451,33.8531,-119.6,0.963342836,0.963342836,0.963342836,0.963342836
31400.1,-2.73963,-55.3598,33.7581,-119.651,0.963342836,0.963342836,0.963342836,0.963342836
