Frequency - Fgen,Amplitude - Fgen,Amplitude - R,Amplitude - L,Amplitude - C
22699.8,2.46532,0.825962,5.39443,3.62766
22699.9,2.46511,0.825939,5.39451,3.62755
22799.8,2.46598,0.816829,5.35846,3.57176
22799.9,2.4659,0.817008,5.35943,3.57272
22799.8,2.46587,0.816934,5.35954,3.57285
22799.9,2.46612,0.817053,5.3599,3.57311
22899.7,2.4666,0.80806,5.32466,3.51844
22899.7,2.46647,0.808197,5.32501,3.51901
22899.7,2.46677,0.808262,5.3256,3.51943
22999.8,2.46732,0.799205,5.29002,3.46534
22999.7,2.46698,0.799353,5.29068,3.46588
22999.8,2.46701,0.799436,5.29048,3.46602
22999.7,2.46721,0.799455,5.29101,3.46644
23099.7,2.46775,0.790681,5.25607,3.41368
23099.7,2.46778,0.790791,5.25655,3.41411
23099.8,2.46758,0.790727,5.25651,3.41413
23199.7,2.46829,0.782119,5.22198,3.36218
23199.8,2.46845,0.782246,5.22256,3.36285
23199.8,2.46857,0.782204,5.22299,3.36299
23299.8,2.46893,0.773691,5.18809,3.31169
23299.7,2.46903,0.773827,5.18896,3.31248
23299.8,2.46876,0.773738,5.18894,3.31257
23299.8,2.46879,0.773772,5.18879,3.31248
23399.9,2.4693,0.765407,5.15507,3.26265
23399.7,2.46934,0.765457,5.1556,3.263
23399.8,2.4694,0.765479,5.1555,3.26306
23499.8,2.47,0.757205,5.12234,3.21408
23499.8,2.47023,0.757389,5.12282,3.21472
23499.8,2.47005,0.757391,5.12297,3.21498
23599.9,2.47049,0.749219,5.08974,3.1667
23599.9,2.47076,0.749343,5.09042,3.16737
23599.9,2.47083,0.749409,5.09118,3.16799
23699.7,2.47094,0.741346,5.05783,3.12021
23699.6,2.47121,0.741438,5.05841,3.12091
23699.7,2.47096,0.741435,5.05882,3.12096
23699.7,2.4712,0.741502,5.05873,3.12107
23799.7,2.47154,0.733632,5.02632,3.07453
23799.7,2.47146,0.733653,5.02646,3.07492
23799.7,2.47174,0.733684,5.02719,3.07525
23899.8,2.47191,0.725851,4.99494,3.02932
23899.8,2.4718,0.725994,4.99519,3.02982
23899.8,2.47206,0.72585,4.99492,3.02981
23999.8,2.47258,0.718231,4.96345,2.9851
23999.7,2.47222,0.718244,4.96399,2.9856
23999.7,2.47264,0.718322,4.96397,2.98563
23999.8,2.47257,0.718376,4.96448,2.98599
24099.7,2.47292,0.710861,4.93318,2.94213
24099.8,2.47302,0.710901,4.93346,2.94248
24099.8,2.47296,0.710949,4.93382,2.94268
24199.8,2.47349,0.703549,4.90326,2.89976
24199.8,2.47314,0.703566,4.9032,2.89991
24199.8,2.4731,0.703571,4.9033,2.90024
24299.8,2.47366,0.696296,4.87298,2.85803
24299.8,2.47363,0.69636,4.87343,2.85844
24299.8,2.47362,0.696394,4.87348,2.85845
24299.9,2.47374,0.696324,4.87357,2.85856
24399.8,2.47416,0.689294,4.84404,2.8176
24399.9,2.47402,0.689302,4.84394,2.81769
24399.8,2.47414,0.689307,4.84417,2.81781
24499.7,2.47462,0.682255,4.81466,2.7772
24499.7,2.47456,0.68236,4.8153,2.77772
24499.7,2.47472,0.682394,4.81547,2.77797
24599.7,2.47489,0.67539,4.78661,2.73804
24599.7,2.47487,0.67551,4.78693,2.73854
24599.7,2.47476,0.675489,4.78666,2.73859
24699.7,2.47559,0.668623,4.75792,2.69968
24699.8,2.47559,0.668746,4.7589,2.70018
24699.7,2.47529,0.668773,4.75881,2.70024
24699.8,2.47531,0.668737,4.75877,2.70035
24799.8,2.47581,0.662087,4.73084,2.66222
24799.8,2.47573,0.662067,4.7309,2.66252
24799.8,2.4757,0.662167,4.73104,2.66251
24899.7,2.47614,0.65557,4.70367,2.62516
24899.7,2.47604,0.655604,4.70391,2.62538
24899.7,2.47617,0.655693,4.70425,2.62572
24999.8,2.47657,0.649017,4.676,2.58801
24999.8,2.4768,0.649101,4.67684,2.58835
24999.8,2.47689,0.64917,4.67697,2.58863
25099.9,2.47692,0.642875,4.65042,2.55331
25099.9,2.47703,0.642912,4.65037,2.55343
25099.9,2.47683,0.64286,4.65026,2.55355
25099.9,2.47651,0.642866,4.65029,2.55352
25199.7,2.47747,0.636656,4.6241,2.51821
25199.7,2.4772,0.636646,4.62408,2.51839
25199.6,2.47724,0.636636,4.62421,2.51843
25299.7,2.4773,0.630412,4.59789,2.48356
25299.6,2.47769,0.630558,4.59826,2.48421
25299.7,2.47734,0.63057,4.59836,2.48428
25399.7,2.4783,0.624472,4.57312,2.45033
25399.7,2.47788,0.624453,4.573,2.45046
25399.7,2.47778,0.624541,4.57311,2.45067
25399.7,2.47782,0.624538,4.57344,2.45085
25499.7,2.47817,0.618568,4.54787,2.41735
25499.8,2.47815,0.61868,4.54814,2.41759
25499.8,2.47793,0.618639,4.54812,2.41753
25599.8,2.47848,0.612757,4.52333,2.3849
25599.7,2.47845,0.612761,4.52362,2.38508
25599.8,2.47869,0.612867,4.52389,2.38541
25699.8,2.4786,0.606954,4.49886,2.35284
25699.7,2.47903,0.607048,4.49917,2.35338
25699.8,2.47876,0.607062,4.4995,2.3535
25799.8,2.47886,0.601342,4.47483,2.32163
25799.8,2.47905,0.601383,4.47522,2.32199
25799.8,2.47895,0.60143,4.47531,2.32215
25799.8,2.47902,0.60143,4.47544,2.32231
25899.8,2.47938,0.595805,4.45143,2.29134
25899.8,2.47939,0.595835,4.45183,2.29144
25899.7,2.47899,0.59581,4.45152,2.29141
25999.7,2.4793,0.590344,4.42814,2.26108
25999.7,2.47941,0.590424,4.42896,2.26153
25999.6,2.47953,0.590389,4.42874,2.26166
26099.7,2.47937,0.585075,4.40536,2.23165
26099.7,2.47984,0.585148,4.40637,2.23222
26099.7,2.47955,0.585019,4.406,2.23213
26199.7,2.47977,0.579759,4.38326,2.20278
26199.7,2.48014,0.579797,4.38354,2.20316
26199.7,2.47991,0.579782,4.38333,2.20314
26199.7,2.48,0.579865,4.38392,2.20345
26299.7,2.48035,0.574716,4.3616,2.17473
26299.7,2.48018,0.574635,4.36177,2.17491
26299.7,2.48024,0.574692,4.36193,2.17498
26399.8,2.48061,0.569455,4.33988,2.14667
26399.7,2.48071,0.569608,4.34028,2.14716
26399.7,2.48064,0.569614,4.34008,2.14718
26499.7,2.48063,0.564463,4.31825,2.11934
26499.8,2.48083,0.564561,4.31886,2.11974
26499.8,2.4807,0.564582,4.3189,2.11998
26499.7,2.4807,0.564638,4.31895,2.11998
26599.7,2.4808,0.559529,4.29756,2.09285
26599.8,2.481,0.559632,4.29797,2.09318
26599.7,2.48101,0.559668,4.29817,2.09342
26699.8,2.48132,0.554733,4.27701,2.0667
26699.8,2.48125,0.554725,4.27701,2.06683
26699.8,2.48128,0.554827,4.2772,2.06706
26799.6,2.48151,0.549993,4.25689,2.04102
26799.6,2.48158,0.549983,4.25681,2.04125
26799.7,2.48164,0.550063,4.25714,2.04142
26899.6,2.48182,0.545296,4.23691,2.01562
26899.7,2.48172,0.545363,4.23717,2.01585
26899.7,2.4819,0.545387,4.23724,2.01608
26899.6,2.48186,0.545373,4.23744,2.01618
26999.7,2.48199,0.540704,4.21731,1.99089
26999.7,2.48159,0.540676,4.21737,1.99102
26999.7,2.48175,0.540695,4.21746,1.9911
27099.7,2.48228,0.536139,4.19772,1.96629
27099.7,2.48202,0.536136,4.19777,1.9664
27099.7,2.48233,0.536188,4.19825,1.96677
27199.7,2.48249,0.531661,4.17887,1.94235
27199.7,2.48249,0.531722,4.17862,1.94249
27199.7,2.48213,0.531752,4.17899,1.94258
27299.7,2.48241,0.5272,4.15956,1.9185
27299.7,2.48257,0.527285,4.15972,1.91871
27299.7,2.48265,0.527365,4.16008,1.91896
27299.7,2.48256,0.527323,4.15984,1.91894
27399.7,2.48268,0.52296,4.14104,1.89534
27399.8,2.4828,0.522943,4.14142,1.89563
27399.8,2.48268,0.522925,4.14122,1.89561
27499.8,2.48278,0.518588,4.12251,1.8725
27499.8,2.48296,0.518682,4.12306,1.87278
27499.8,2.48287,0.518739,4.12309,1.87284
27599.7,2.48324,0.514416,4.10481,1.8503
27599.6,2.48325,0.514497,4.10514,1.85049
27599.7,2.48312,0.514451,4.10508,1.85056
27599.7,2.48289,0.514509,4.1049,1.85052
27699.7,2.48331,0.510357,4.08755,1.82848
27699.7,2.48335,0.510346,4.08772,1.82857
27699.7,2.4831,0.510356,4.08784,1.82868
27799.6,2.48358,0.506197,4.06972,1.80665
27799.7,2.48324,0.506191,4.06924,1.80671
27799.7,2.48347,0.506223,4.06992,1.80691
27899.7,2.48345,0.502106,4.05236,1.78526
27899.7,2.48327,0.50216,4.05257,1.78533
27899.7,2.48343,0.502229,4.05268,1.78562
27999.8,2.48362,0.498172,4.03539,1.76441
27999.7,2.48386,0.49817,4.03585,1.7646
27999.7,2.48322,0.498246,4.03546,1.76459
27999.8,2.48327,0.49823,4.03558,1.76477
28099.8,2.48384,0.494329,4.01893,1.74391
28099.8,2.48417,0.494302,4.01918,1.74422
28099.8,2.48388,0.49439,4.01914,1.74425
28199.8,2.48392,0.490465,4.0023,1.72382
28199.8,2.48373,0.490454,4.00254,1.72391
28199.8,2.48405,0.490518,4.00284,1.72414
28299.6,2.4844,0.486651,3.98655,1.70414
28299.6,2.48399,0.486709,3.9867,1.70425
28299.6,2.48416,0.48666,3.98687,1.70442
28299.6,2.4843,0.486756,3.98691,1.70447
28399.7,2.48459,0.483,3.9707,1.68464
28399.6,2.48425,0.483028,3.97098,1.68493
28399.6,2.48434,0.48304,3.97085,1.68486
28499.6,2.48471,0.479286,3.95544,1.66549
28499.6,2.48443,0.479281,3.9553,1.66567
28499.6,2.48441,0.479302,3.95535,1.66581
28599.7,2.48448,0.475673,3.93941,1.64652
28599.7,2.48472,0.47566,3.93952,1.64679
28599.8,2.4846,0.475778,3.93966,1.64677
28599.7,2.4847,0.4757,3.93991,1.64699
28699.7,2.4849,0.472123,3.92432,1.6281
28699.7,2.48498,0.472173,3.92491,1.62834
28699.7,2.48495,0.472183,3.92482,1.62835
28799.8,2.48492,0.468554,3.9095,1.60989
28799.7,2.48482,0.46861,3.90952,1.61
28799.8,2.48496,0.468628,3.90959,1.61005
28799.7,2.48501,0.468655,3.90979,1.61021
28899.8,2.48493,0.465182,3.8948,1.59207
28899.8,2.48505,0.465179,3.89488,1.59223
28899.8,2.48499,0.465145,3.89485,1.59221
28999.7,2.48526,0.461721,3.87998,1.57428
28999.7,2.48505,0.461719,3.88028,1.57445
28999.8,2.48516,0.461681,3.88022,1.57446
29099.6,2.48528,0.458346,3.86587,1.55691
29099.6,2.48537,0.458432,3.8659,1.55708
29099.6,2.4852,0.458416,3.8661,1.55718
29199.7,2.48542,0.455067,3.85175,1.53977
29199.7,2.48551,0.455048,3.85193,1.5399
29199.6,2.48553,0.455138,3.85204,1.54007
29199.6,2.48549,0.455064,3.85207,1.54003
29299.7,2.48545,0.451779,3.83769,1.52295
29299.7,2.48573,0.451783,3.83804,1.52312
29299.6,2.48569,0.451779,3.83809,1.52318
29399.7,2.48559,0.448537,3.82432,1.50649
29399.7,2.48564,0.4486,3.82418,1.50662
29399.7,2.4859,0.448672,3.82423,1.50667
29499.7,2.48581,0.445412,3.81062,1.49014
29499.7,2.48569,0.445381,3.81064,1.49026
29499.7,2.48588,0.445403,3.81052,1.49027
29599.7,2.48575,0.44215,3.79703,1.4739
29599.7,2.48582,0.442226,3.7973,1.47418
29599.8,2.48601,0.442182,3.7973,1.47426
29599.7,2.48598,0.44228,3.7974,1.4743
29699.7,2.48603,0.439075,3.78385,1.45825
29699.7,2.48575,0.439099,3.7839,1.45833
29699.7,2.48615,0.439187,3.78422,1.45854
29799.8,2.48617,0.436118,3.77113,1.44278
29799.8,2.48612,0.43607,3.7711,1.44291
29799.8,2.48584,0.436161,3.77132,1.44299
29899.6,2.48644,0.433042,3.75836,1.42754
29899.6,2.48626,0.433145,3.75832,1.42767
29899.6,2.48623,0.43309,3.75821,1.42766
29899.6,2.48618,0.433021,3.75828,1.4276
29999.7,2.48635,0.430144,3.74562,1.41247
29999.7,2.48655,0.4302,3.74576,1.41258
29999.6,2.48614,0.430147,3.74569,1.41261
30099.6,2.48626,0.427184,3.73307,1.39756
30099.6,2.48637,0.427163,3.73317,1.39752
30099.7,2.48629,0.427213,3.73306,1.39756
30199.7,2.48649,0.424288,3.72073,1.38282
30199.7,2.48635,0.424309,3.72076,1.3829
30199.7,2.48632,0.424196,3.7206,1.38285
30199.7,2.48653,0.424245,3.72128,1.38307
30299.7,2.4866,0.421489,3.70888,1.36853
30299.6,2.48659,0.421438,3.70866,1.36858
30299.6,2.48639,0.421459,3.70883,1.36861
30399.7,2.48703,0.418554,3.69687,1.35436
30399.7,2.48632,0.418631,3.69669,1.3543
30399.7,2.48668,0.418571,3.69692,1.35446
30499.7,2.48685,0.415812,3.68508,1.34039
30499.7,2.48678,0.415846,3.68541,1.34049
30499.7,2.48674,0.415906,3.68515,1.34045
30499.8,2.48661,0.415797,3.68519,1.34056
30599.6,2.48703,0.413057,3.67344,1.32663
30599.6,2.48674,0.413076,3.67349,1.32663
30599.6,2.48678,0.413087,3.67362,1.32673
30699.6,2.48703,0.410307,3.66222,1.3131
30699.6,2.48692,0.410383,3.66249,1.31324
30699.6,2.48732,0.410417,3.66227,1.31323
30799.6,2.48692,0.407627,3.65052,1.29964
30799.6,2.48686,0.407679,3.65062,1.29966
30799.7,2.48731,0.407706,3.65085,1.29981
30899.7,2.4872,0.404994,3.6397,1.28649
30899.6,2.48728,0.405084,3.63974,1.28666
30899.6,2.48727,0.405027,3.63955,1.28666
30899.7,2.48714,0.405076,3.63989,1.28665
30999.6,2.48706,0.402403,3.62836,1.2735
30999.6,2.48718,0.402406,3.62864,1.27374
30999.6,2.48722,0.402485,3.62881,1.27377
31099.7,2.48741,0.399875,3.61778,1.26088
31099.7,2.48743,0.399972,3.61806,1.26096
31099.7,2.48764,0.399978,3.61825,1.26101
31199.6,2.48737,0.397153,3.60684,1.24817
31199.7,2.48757,0.397199,3.60686,1.24821
31199.6,2.48725,0.397216,3.60706,1.24826
31299.8,2.48732,0.39484,3.59658,1.23584
31299.8,2.48757,0.394828,3.59696,1.23596
31299.8,2.4875,0.394898,3.59656,1.23587
31299.7,2.48738,0.394845,3.59688,1.23596
31399.6,2.48798,0.392374,3.58677,1.22372
31399.6,2.48773,0.392351,3.58658,1.22384
31399.6,2.48765,0.392374,3.5865,1.22387
31499.7,2.4875,0.389886,3.57595,1.21162
31499.6,2.48781,0.389939,3.57613,1.21176
31499.6,2.48788,0.389928,3.57635,1.21189
31599.6,2.48793,0.387525,3.56587,1.19978
31599.6,2.48757,0.387498,3.56595,1.19988
31599.6,2.48766,0.387519,3.56576,1.19986
31599.6,2.48795,0.38752,3.56613,1.19999
31699.7,2.48789,0.385138,3.556,1.18812
31699.7,2.48781,0.385072,3.55591,1.18814
31699.7,2.48802,0.385123,3.55612,1.18828
31799.7,2.48769,0.382747,3.546,1.1764
31799.6,2.4876,0.382747,3.54599,1.17649
31799.6,2.4875,0.382769,3.54604,1.17657
31899.7,2.48779,0.380385,3.53639,1.16511
31899.7,2.48767,0.380454,3.53618,1.16519
31899.7,2.48772,0.380463,3.53627,1.16522
31999.8,2.48809,0.37805,3.52649,1.15391
31999.7,2.48783,0.378173,3.52674,1.15401
31999.7,2.48759,0.378154,3.52668,1.154
31999.7,2.48782,0.378167,3.52694,1.15407
32099.7,2.48814,0.375856,3.5174,1.14292
32099.7,2.48796,0.375892,3.51755,1.14308
32099.7,2.48808,0.375892,3.51746,1.14302
32199.6,2.48783,0.373633,3.50823,1.13199
32199.5,2.48837,0.373661,3.50804,1.13216
32199.6,2.48842,0.373682,3.50826,1.13224
32299.6,2.48803,0.371406,3.49898,1.12134
32299.6,2.48824,0.371411,3.49901,1.12144
32299.6,2.48818,0.37144,3.49867,1.12135
32299.6,2.48829,0.371383,3.49874,1.12142
32399.6,2.48826,0.369196,3.48953,1.11072
32399.7,2.4881,0.369138,3.48936,1.11065
32399.6,2.48831,0.369232,3.48982,1.11084
32499.7,2.48846,0.367002,3.48075,1.10021
32499.6,2.48836,0.367093,3.4807,1.1004
32499.6,2.48839,0.367133,3.481,1.10043
32599.7,2.48833,0.364939,3.47183,1.08988
32599.6,2.4884,0.364899,3.47199,1.09005
32599.7,2.48844,0.364892,3.47194,1.09003
32699.7,2.48869,0.362802,3.46324,1.07979
32699.7,2.48872,0.362857,3.46306,1.0798
32699.7,2.48855,0.362794,3.46338,1.07987
32699.7,2.48855,0.36278,3.4634,1.0799
32799.7,2.48869,0.360755,3.45461,1.06974
32799.8,2.48871,0.360679,3.4544,1.06971
32799.7,2.48851,0.360678,3.45428,1.06969
32899.8,2.48842,0.3586,3.44595,1.05972
32899.7,2.48886,0.35859,3.4459,1.05987
32899.7,2.4885,0.35857,3.44579,1.05983
32999.6,2.48861,0.356602,3.43756,1.05013
32999.6,2.48865,0.356602,3.43735,1.05008
32999.6,2.48869,0.356622,3.43759,1.05017
33099.6,2.48863,0.354553,3.42907,1.0404
33099.6,2.48882,0.354595,3.429,1.04041
33099.6,2.48858,0.354575,3.42906,1.04041
33099.6,2.48872,0.354607,3.42933,1.04054
33199.6,2.4888,0.352562,3.42072,1.0309
33199.6,2.48897,0.352603,3.42121,1.03098
33199.6,2.48895,0.352531,3.42089,1.0309
33299.7,2.48908,0.350635,3.41293,1.02148
33299.7,2.48906,0.350614,3.41293,1.02157
33299.7,2.48877,0.350612,3.41287,1.02151
33399.7,2.48911,0.348708,3.405,1.01233
33399.7,2.48891,0.348687,3.40488,1.01228
33399.6,2.48879,0.348682,3.40475,1.01228
33399.6,2.48911,0.348727,3.40498,1.01236
33499.7,2.48918,0.346751,3.39695,1.00308
33499.7,2.4891,0.346674,3.39696,1.00316
33499.7,2.48917,0.346752,3.3968,1.00316
33599.7,2.48912,0.344822,3.38916,0.994141
33599.7,2.48912,0.344832,3.38902,0.994076
33599.7,2.48881,0.344827,3.38892,0.994155
33699.5,2.489,0.342918,3.38127,0.985298
33699.5,2.4892,0.342889,3.38141,0.985302
33699.6,2.48906,0.342963,3.38179,0.985361
33799.5,2.48928,0.341035,3.37407,0.976526
33799.6,2.48912,0.341025,3.37334,0.976409
33799.6,2.48924,0.34111,3.37373,0.976623
33799.6,2.48915,0.341085,3.3739,0.976523
33899.6,2.48908,0.339261,3.36619,0.967792
33899.6,2.48927,0.339265,3.36635,0.967888
33899.6,2.48933,0.339262,3.36641,0.967876
33999.6,2.48957,0.337381,3.35928,0.959347
33999.6,2.48949,0.337402,3.35882,0.959256
33999.6,2.48926,0.337387,3.35898,0.95931
34099.7,2.48929,0.335624,3.35138,0.950699
34099.7,2.48915,0.335634,3.35128,0.950731
34099.6,2.48936,0.335607,3.35132,0.950814
34099.6,2.48915,0.335614,3.35162,0.950767
34199.6,2.4895,0.333803,3.34408,0.942329
34199.6,2.48962,0.33382,3.34423,0.942471
34199.7,2.48958,0.333828,3.34441,0.942426
34299.7,2.48944,0.331968,3.33704,0.934087
34299.7,2.48941,0.332041,3.33697,0.934225
34299.8,2.48943,0.331982,3.33711,0.934186
34399.7,2.48963,0.33028,3.32988,0.925933
34399.7,2.48931,0.3303,3.32972,0.925923
34399.7,2.48935,0.330275,3.32964,0.925979
34499.5,2.48957,0.328477,3.32262,0.917868
34499.6,2.4894,0.32853,3.32263,0.917943
34499.5,2.48952,0.328526,3.32296,0.917975
34499.5,2.48925,0.328549,3.32297,0.917972
34599.6,2.48963,0.326845,3.31574,0.909961
34599.6,2.4897,0.32684,3.31596,0.909978
34599.6,2.48949,0.326807,3.31586,0.910036
34699.6,2.4896,0.325106,3.30874,0.902015
34699.6,2.48948,0.325189,3.30884,0.902095
34699.6,2.48955,0.325149,3.30896,0.902157
34799.6,2.48956,0.323493,3.30216,0.89436
34799.6,2.48979,0.323486,3.30237,0.894394
34799.6,2.48951,0.323455,3.30198,0.894458
34889.1,2.4879,0.321801,3.29418,0.887027
34899.6,2.48951,0.321843,3.29552,0.886646
34899.6,2.48974,0.321808,3.29523,0.886641
34899.7,2.48953,0.3218,3.29513,0.886654
34999.7,2.48973,0.320216,3.28887,0.879061
34999.7,2.4899,0.320292,3.28913,0.8793
34999.7,2.4896,0.320222,3.28889,0.879197
35099.7,2.48947,0.318518,3.28216,0.871659
35099.7,2.48964,0.318557,3.28215,0.871648
35099.7,2.48967,0.318514,3.28201,0.871743
35199.8,2.48984,0.316925,3.27562,0.86423
35199.7,2.48996,0.316974,3.27607,0.864421
35199.8,2.48997,0.316982,3.27597,0.864381
35199.7,2.4899,0.317009,3.27592,0.864416
35299.6,2.49005,0.315381,3.26961,0.857082
35299.6,2.48992,0.315365,3.26935,0.857077
35299.6,2.48995,0.315372,3.26975,0.85716
35399.6,2.49005,0.313805,3.26343,0.849784
35399.5,2.48986,0.313729,3.26323,0.849795
35399.6,2.48994,0.313776,3.26339,0.849863
35499.6,2.48994,0.312165,3.25697,0.842622
35499.6,2.49021,0.312225,3.25689,0.842687
35499.6,2.49002,0.312202,3.25685,0.842726
35599.6,2.4901,0.310641,3.25092,0.835633
35599.6,2.48971,0.310647,3.25072,0.835601
35599.6,2.48978,0.310677,3.25073,0.83561
35599.6,2.4904,0.310646,3.25085,0.835802
35699.6,2.48995,0.309071,3.24464,0.828681
35699.6,2.48992,0.309171,3.24491,0.828821
35699.6,2.48967,0.309177,3.24474,0.828814
35799.7,2.49005,0.307617,3.23847,0.821714
35799.6,2.49006,0.307562,3.23828,0.821758
35799.7,2.49021,0.307537,3.23851,0.821794
35899.8,2.49006,0.306071,3.23251,0.814885
35899.7,2.49015,0.306063,3.23265,0.814964
35899.7,2.4899,0.306118,3.2325,0.81499
35999.8,2.49058,0.304622,3.22674,0.808306
35999.7,2.48994,0.30449,3.22616,0.808178
35999.7,2.49,0.3046,3.22694,0.808318
35999.7,2.49032,0.304693,3.22708,0.808412
36099.5,2.49006,0.303076,3.22075,0.80161
36099.5,2.49016,0.303065,3.2208,0.801603
36099.5,2.49001,0.303108,3.22074,0.801665
36199.6,2.49024,0.301637,3.21501,0.795045
36199.6,2.4905,0.301671,3.21509,0.795073
36199.5,2.49022,0.301668,3.21507,0.795087
36299.6,2.48994,0.300248,3.20913,0.788503
36299.5,2.49034,0.300225,3.20922,0.788676
36299.5,2.49027,0.300214,3.20937,0.788616
36299.6,2.48998,0.300241,3.20923,0.788579
36399.6,2.49054,0.298768,3.20388,0.782212
36399.6,2.49031,0.298717,3.2036,0.782163
36399.6,2.49027,0.298838,3.20352,0.782187
36499.6,2.49013,0.297355,3.19783,0.775847
36499.7,2.49042,0.297365,3.19802,0.775943
36499.6,2.49031,0.297325,3.19781,0.775808
36599.7,2.49063,0.296036,3.1925,0.769553
36599.6,2.49025,0.295992,3.19224,0.769519
36599.6,2.49046,0.295985,3.19234,0.769577
36699.7,2.49065,0.294566,3.18692,0.763349
36699.7,2.49054,0.294573,3.18705,0.763354
36699.6,2.49011,0.294588,3.1871,0.763345
36699.7,2.49064,0.294628,3.18653,0.763344
36799.5,2.4902,0.293173,3.18145,0.757145
36799.6,2.49056,0.293231,3.18148,0.757213
36799.5,2.49025,0.293108,3.18113,0.757216
36899.6,2.49047,0.29177,3.17628,0.751109
36899.6,2.49056,0.291838,3.1762,0.751169
36899.5,2.49062,0.291867,3.17635,0.751196
36999.6,2.49078,0.290365,3.17071,0.745116
36999.6,2.49084,0.290432,3.17107,0.745244
36999.6,2.49041,0.290465,3.17098,0.745206
36999.6,2.49049,0.290393,3.17109,0.745262
37099.5,2.4901,0.289122,3.16529,0.739179
37099.6,2.49059,0.289057,3.1654,0.739208
37099.6,2.49023,0.289165,3.16518,0.739178
37199.6,2.49051,0.287822,3.16025,0.733352
37199.6,2.49052,0.287791,3.16037,0.733353
37199.6,2.49048,0.287777,3.16003,0.733335
37299.7,2.49066,0.286492,3.15514,0.727591
37299.6,2.49081,0.286496,3.15522,0.727587
37299.6,2.49044,0.286496,3.15509,0.727541
37399.7,2.49044,0.285103,3.15007,0.721824
37399.6,2.49072,0.28516,3.15041,0.721771
37399.6,2.49033,0.285143,3.1502,0.721829
37399.7,2.4905,0.285182,3.14996,0.721795
37499.6,2.49075,0.283939,3.1446,0.716128
37499.6,2.49098,0.283925,3.14497,0.716229
37499.6,2.49074,0.283938,3.1452,0.716193
37599.5,2.49071,0.282549,3.14002,0.710534
37599.5,2.49075,0.282556,3.14012,0.710556
37599.6,2.49071,0.282609,3.13995,0.710514
37699.5,2.4905,0.281309,3.13522,0.704945
37699.6,2.49079,0.281303,3.13516,0.704984
37699.5,2.49065,0.281366,3.1352,0.70508
37699.6,2.49068,0.281323,3.13536,0.705089
37799.6,2.49074,0.279985,3.13,0.699531
37799.6,2.49086,0.280068,3.13046,0.699495
37799.5,2.49041,0.280022,3.13,0.699483
37899.6,2.49069,0.278833,3.12517,0.693999
37899.6,2.49101,0.278811,3.12534,0.69406
37899.6,2.49082,0.278783,3.12529,0.694089
37999.6,2.4909,0.277568,3.12039,0.688655
37999.6,2.49072,0.277543,3.12039,0.688665
37999.6,2.49067,0.277533,3.12034,0.68865
38099.6,2.4905,0.276355,3.11564,0.683214
38099.6,2.49094,0.276401,3.11574,0.683329
38099.7,2.49062,0.27634,3.11589,0.683381
38099.6,2.49033,0.276306,3.11564,0.683326
38199.6,2.49066,0.275161,3.11124,0.678053
38199.6,2.4907,0.27511,3.11094,0.678028
38199.7,2.49084,0.275117,3.11114,0.678083
38299.6,2.49089,0.273942,3.10639,0.672797
38299.6,2.49102,0.273933,3.10672,0.67296
38299.6,2.49072,0.273904,3.10625,0.672807
38399.5,2.49068,0.272675,3.10161,0.667637
38399.5,2.49099,0.272693,3.10203,0.667715
38399.5,2.49112,0.272742,3.10208,0.667757
38399.6,2.49088,0.272726,3.102,0.667716
38499.6,2.49059,0.271529,3.09687,0.6625
38499.6,2.491,0.271554,3.09715,0.662635
38499.6,2.49097,0.271619,3.09712,0.662596
38599.6,2.49065,0.270316,3.09235,0.657381
38599.6,2.49104,0.270408,3.09299,0.65763
38599.5,2.49115,0.270363,3.0929,0.65752
38699.6,2.49086,0.269224,3.08813,0.652449
38699.6,2.4909,0.269168,3.08825,0.652448
38699.6,2.49098,0.269148,3.08847,0.652521
38799.6,2.49089,0.268113,3.08365,0.647388
38799.6,2.49068,0.267953,3.08365,0.647484
38799.6,2.49107,0.268069,3.08387,0.647495
38799.6,2.4908,0.268029,3.08397,0.647534
38899.7,2.49093,0.266886,3.07927,0.642574
38899.6,2.49116,0.266931,3.07959,0.642686
38899.6,2.49108,0.266896,3.07955,0.642609
38999.7,2.49134,0.26577,3.07492,0.63782
38999.6,2.49097,0.265753,3.07541,0.637884
38999.7,2.49087,0.265791,3.07495,0.637808
39099.7,2.49105,0.264664,3.0708,0.632981
39099.7,2.49116,0.264659,3.07103,0.633016
39099.7,2.49093,0.264617,3.07087,0.633009
39099.6,2.49086,0.264649,3.07047,0.632947
39199.5,2.4913,0.26348,3.0666,0.628215
39199.5,2.49097,0.263521,3.06653,0.628206
39199.5,2.4913,0.263492,3.06659,0.628269
39299.5,2.49065,0.262357,3.06205,0.623437
39299.5,2.49084,0.262344,3.06207,0.623506
39299.5,2.4909,0.262402,3.06223,0.62359
39399.5,2.49114,0.26128,3.0583,0.618873
39399.5,2.49106,0.2613,3.0583,0.61897
39399.6,2.49131,0.261358,3.05814,0.61897
39499.6,2.49078,0.260143,3.05387,0.614299
39499.6,2.49111,0.260216,3.05407,0.614338
39499.5,2.49137,0.260269,3.05436,0.614358
39499.6,2.49108,0.260251,3.05455,0.614379
39599.6,2.49117,0.259138,3.04968,0.60971
39599.6,2.49122,0.259114,3.04989,0.609771
39599.6,2.49111,0.259103,3.0498,0.609768
39699.6,2.49095,0.258018,3.04574,0.605208
